node_id,haplotype_count,path_fraction,predecessor_consistency,successor_consistency,local_consistency,consistency_score,status
n3969,36,1.0,1.0,1.0,1.0,1.0,shared
n3970,36,1.0,1.0,1.0,1.0,1.0,shared
n3971,36,1.0,1.0,1.0,1.0,1.0,shared
n3972,36,1.0,1.0,1.0,1.0,1.0,shared
n3973,36,1.0,1.0,1.0,1.0,1.0,shared
n3974,36,1.0,1.0,1.0,1.0,1.0,shared
n3975,36,1.0,1.0,1.0,1.0,1.0,shared
n3976,36,1.0,1.0,1.0,1.0,1.0,shared
n3977,36,1.0,1.0,1.0,1.0,1.0,shared
n3978,36,1.0,1.0,1.0,1.0,1.0,shared
n3979,36,1.0,1.0,1.0,1.0,1.0,shared
n3980,36,1.0,1.0,1.0,1.0,1.0,shared
n3981,36,1.0,1.0,1.0,1.0,1.0,shared
n3982,36,1.0,1.0,1.0,1.0,1.0,shared
n3983,36,1.0,1.0,1.0,1.0,1.0,shared
n3984,36,1.0,1.0,1.0,1.0,1.0,shared
n3985,36,1.0,1.0,1.0,1.0,1.0,shared
n3986,36,1.0,1.0,1.0,1.0,1.0,shared
n3987,36,1.0,1.0,1.0,1.0,1.0,shared
n3988,36,1.0,1.0,1.0,1.0,1.0,shared
n3989,36,1.0,1.0,1.0,1.0,1.0,shared
n3990,36,1.0,1.0,1.0,1.0,1.0,shared
n3991,36,1.0,1.0,1.0,1.0,1.0,shared
n3992,36,1.0,1.0,1.0,1.0,1.0,shared
n3993,36,1.0,1.0,1.0,1.0,1.0,shared
n3994,36,1.0,1.0,1.0,1.0,1.0,shared
n3995,36,1.0,0.5,0.5,1.0,0.75,shared
n3996,36,1.0,1.0,1.0,1.0,1.0,shared
n3997,36,1.0,1.0,1.0,1.0,1.0,shared
n3998,36,1.0,1.0,1.0,1.0,1.0,shared
n3999,36,1.0,1.0,1.0,1.0,1.0,shared
n4000,36,1.0,1.0,1.0,1.0,1.0,shared
n4001,36,1.0,1.0,1.0,1.0,1.0,shared
n4002,36,1.0,1.0,1.0,1.0,1.0,shared
n4003,36,1.0,1.0,1.0,1.0,1.0,shared
n4004,36,1.0,1.0,1.0,1.0,1.0,shared
n4005,36,1.0,1.0,1.0,1.0,1.0,shared
n4006,36,1.0,1.0,1.0,1.0,1.0,shared
n4007,36,1.0,1.0,1.0,1.0,1.0,shared
n4008,36,1.0,1.0,1.0,1.0,1.0,shared
n4009,36,1.0,1.0,1.0,1.0,1.0,shared
n4010,36,1.0,1.0,1.0,1.0,1.0,shared
n4011,36,1.0,1.0,1.0,1.0,1.0,shared
n4012,36,1.0,1.0,1.0,1.0,1.0,shared
n4013,36,1.0,1.0,1.0,1.0,1.0,shared
n4014,36,1.0,1.0,1.0,1.0,1.0,shared
n4015,36,1.0,1.0,1.0,1.0,1.0,shared
n4016,36,1.0,1.0,1.0,1.0,1.0,shared
n4017,36,1.0,1.0,1.0,1.0,1.0,shared
n4018,36,1.0,1.0,1.0,1.0,1.0,shared
n4019,36,1.0,1.0,1.0,1.0,1.0,shared
n4020,36,1.0,1.0,1.0,1.0,1.0,shared
n4021,36,1.0,1.0,1.0,1.0,1.0,shared
n4022,36,1.0,1.0,1.0,1.0,1.0,shared
n4023,36,1.0,1.0,1.0,1.0,1.0,shared
n4024,36,1.0,1.0,1.0,1.0,1.0,shared
n4025,36,1.0,1.0,1.0,1.0,1.0,shared
n4026,36,1.0,1.0,1.0,1.0,1.0,shared
n4027,36,1.0,1.0,1.0,1.0,1.0,shared
n4028,36,1.0,1.0,1.0,1.0,1.0,shared
n4029,36,1.0,1.0,1.0,1.0,1.0,shared
n4030,36,1.0,1.0,1.0,1.0,1.0,shared
n4031,36,1.0,1.0,1.0,1.0,1.0,shared
n4032,1,0.027777777777777776,1.0,1.0,1.0,0.7569444444444444,rescued_private
n4033,36,1.0,0.5,1.0,1.0,0.875,shared
n4034,36,1.0,0.5,0.5,1.0,0.75,shared
n4035,36,1.0,1.0,1.0,1.0,1.0,shared
n4036,36,1.0,1.0,1.0,1.0,1.0,shared
n4037,36,1.0,1.0,1.0,1.0,1.0,shared
n4038,36,1.0,1.0,1.0,1.0,1.0,shared
n4039,36,1.0,1.0,1.0,1.0,1.0,shared
n4040,36,1.0,1.0,1.0,1.0,1.0,shared
n4041,36,1.0,1.0,1.0,1.0,1.0,shared
n4042,36,1.0,1.0,1.0,1.0,1.0,shared
n4043,36,1.0,1.0,1.0,1.0,1.0,shared
n4044,36,1.0,0.5,0.5,1.0,0.75,shared
n4045,36,1.0,1.0,1.0,1.0,1.0,shared
n4046,36,1.0,1.0,1.0,1.0,1.0,shared
n4047,36,1.0,1.0,1.0,1.0,1.0,shared
n4048,36,1.0,1.0,1.0,1.0,1.0,shared
n4049,36,1.0,1.0,1.0,1.0,1.0,shared
n4050,36,1.0,1.0,1.0,1.0,1.0,shared
n4051,36,1.0,1.0,1.0,1.0,1.0,shared
n4052,36,1.0,1.0,1.0,1.0,1.0,shared
n4053,36,1.0,1.0,1.0,1.0,1.0,shared
n4054,36,1.0,1.0,1.0,1.0,1.0,shared
n4055,36,1.0,1.0,1.0,1.0,1.0,shared
n4056,36,1.0,1.0,1.0,1.0,1.0,shared
n4057,36,1.0,1.0,1.0,1.0,1.0,shared
n4058,36,1.0,1.0,1.0,1.0,1.0,shared
n4059,36,1.0,1.0,1.0,1.0,1.0,shared
n4060,36,1.0,1.0,1.0,1.0,1.0,shared
n4061,36,1.0,1.0,1.0,1.0,1.0,shared
n4062,34,0.9444444444444444,1.0,1.0,1.0,0.9861111111111112,shared
n4063,36,1.0,1.0,1.0,1.0,1.0,shared
n4064,36,1.0,1.0,1.0,1.0,1.0,shared
n4065,36,1.0,1.0,1.0,1.0,1.0,shared
n4066,36,1.0,1.0,1.0,1.0,1.0,shared
n4067,36,1.0,1.0,1.0,1.0,1.0,shared
n4068,36,1.0,1.0,1.0,1.0,1.0,shared
n4069,36,1.0,1.0,1.0,1.0,1.0,shared
n4070,36,1.0,1.0,1.0,1.0,1.0,shared
n4071,36,1.0,1.0,1.0,1.0,1.0,shared
n4072,36,1.0,1.0,1.0,1.0,1.0,shared
n4073,36,1.0,1.0,1.0,1.0,1.0,shared
n4074,36,1.0,1.0,1.0,1.0,1.0,shared
n4075,36,1.0,1.0,1.0,1.0,1.0,shared
n4076,36,1.0,1.0,1.0,1.0,1.0,shared
n4077,36,1.0,1.0,1.0,1.0,1.0,shared
n4078,36,1.0,1.0,1.0,1.0,1.0,shared
n4079,36,1.0,1.0,1.0,1.0,1.0,shared
n4080,36,1.0,1.0,1.0,1.0,1.0,shared
n4081,36,1.0,1.0,1.0,1.0,1.0,shared
n4082,36,1.0,1.0,1.0,1.0,1.0,shared
n4083,36,1.0,1.0,1.0,1.0,1.0,shared
n4084,36,1.0,1.0,1.0,1.0,1.0,shared
n4085,36,1.0,1.0,1.0,1.0,1.0,shared
n4086,36,1.0,1.0,1.0,1.0,1.0,shared
n4087,36,1.0,0.75,0.5,1.0,0.8125,shared
n4088,36,1.0,1.0,1.0,1.0,1.0,shared
n4089,36,1.0,1.0,1.0,1.0,1.0,shared
n4090,36,1.0,1.0,1.0,1.0,1.0,shared
n4091,36,1.0,1.0,1.0,1.0,1.0,shared
n4092,36,1.0,1.0,1.0,1.0,1.0,shared
n4093,36,1.0,1.0,1.0,1.0,1.0,shared
n4094,36,1.0,1.0,1.0,1.0,1.0,shared
n4095,36,1.0,1.0,1.0,1.0,1.0,shared
n4096,36,1.0,1.0,1.0,1.0,1.0,shared
n4097,36,1.0,1.0,1.0,1.0,1.0,shared
n4098,36,1.0,1.0,1.0,1.0,1.0,shared
n4099,36,1.0,1.0,1.0,1.0,1.0,shared
n4100,36,1.0,1.0,1.0,1.0,1.0,shared
n4101,36,1.0,1.0,1.0,1.0,1.0,shared
n4102,36,1.0,1.0,1.0,1.0,1.0,shared
n4103,36,1.0,1.0,1.0,1.0,1.0,shared
n4104,36,1.0,1.0,1.0,1.0,1.0,shared
n4105,36,1.0,0.5,0.5,1.0,0.75,shared
n4106,36,1.0,0.5,0.5,1.0,0.75,shared
n4107,36,1.0,1.0,1.0,1.0,1.0,shared
n4108,36,1.0,1.0,1.0,1.0,1.0,shared
n4109,36,1.0,1.0,1.0,1.0,1.0,shared
n4110,36,1.0,1.0,1.0,1.0,1.0,shared
n4111,36,1.0,1.0,1.0,1.0,1.0,shared
n4112,36,1.0,1.0,1.0,1.0,1.0,shared
n4113,36,1.0,1.0,1.0,1.0,1.0,shared
n4114,36,1.0,1.0,1.0,1.0,1.0,shared
n4115,36,1.0,1.0,1.0,1.0,1.0,shared
n4116,36,1.0,1.0,1.0,1.0,1.0,shared
n4117,36,1.0,1.0,1.0,1.0,1.0,shared
n4118,36,1.0,1.0,1.0,1.0,1.0,shared
n4119,36,1.0,1.0,1.0,1.0,1.0,shared
n4120,36,1.0,1.0,1.0,1.0,1.0,shared
n4121,36,1.0,1.0,1.0,1.0,1.0,shared
n4122,36,1.0,1.0,1.0,1.0,1.0,shared
n4123,36,1.0,1.0,1.0,1.0,1.0,shared
n4124,36,1.0,1.0,1.0,1.0,1.0,shared
n4125,36,1.0,1.0,1.0,1.0,1.0,shared
n4126,36,1.0,1.0,1.0,1.0,1.0,shared
n4127,36,1.0,1.0,1.0,1.0,1.0,shared
n4128,36,1.0,1.0,1.0,1.0,1.0,shared
n4129,36,1.0,1.0,1.0,1.0,1.0,shared
n4130,36,1.0,1.0,1.0,1.0,1.0,shared
n4131,36,1.0,1.0,1.0,1.0,1.0,shared
n4132,36,1.0,1.0,1.0,1.0,1.0,shared
n4133,36,1.0,1.0,1.0,1.0,1.0,shared
n4134,36,1.0,1.0,1.0,1.0,1.0,shared
n4135,36,1.0,1.0,1.0,1.0,1.0,shared
n4136,36,1.0,1.0,1.0,1.0,1.0,shared
n4137,36,1.0,1.0,1.0,1.0,1.0,shared
n4138,36,1.0,1.0,1.0,1.0,1.0,shared
n4139,36,1.0,0.5,0.5,1.0,0.75,shared
n4140,36,1.0,1.0,1.0,1.0,1.0,shared
n4141,36,1.0,1.0,1.0,1.0,1.0,shared
n4142,36,1.0,1.0,1.0,1.0,1.0,shared
n4143,36,1.0,1.0,1.0,1.0,1.0,shared
n4144,36,1.0,1.0,1.0,1.0,1.0,shared
n4145,36,1.0,1.0,1.0,1.0,1.0,shared
n4146,36,1.0,1.0,1.0,1.0,1.0,shared
n4147,36,1.0,1.0,1.0,1.0,1.0,shared
n4148,36,1.0,1.0,1.0,1.0,1.0,shared
n4149,36,1.0,1.0,1.0,1.0,1.0,shared
n4150,36,1.0,1.0,1.0,1.0,1.0,shared
n4151,36,1.0,0.5,0.5,1.0,0.75,shared
n4152,36,1.0,1.0,1.0,1.0,1.0,shared
n4153,36,1.0,0.5,0.5,1.0,0.75,shared
n4154,36,1.0,1.0,1.0,1.0,1.0,shared
n4155,36,1.0,1.0,1.0,1.0,1.0,shared
n4156,36,1.0,1.0,1.0,1.0,1.0,shared
n4157,36,1.0,1.0,1.0,1.0,1.0,shared
n4158,36,1.0,1.0,1.0,1.0,1.0,shared
n4159,36,1.0,1.0,1.0,1.0,1.0,shared
n4160,36,1.0,1.0,1.0,1.0,1.0,shared
n4161,36,1.0,1.0,1.0,1.0,1.0,shared
n4162,36,1.0,1.0,1.0,1.0,1.0,shared
n4163,36,1.0,1.0,1.0,1.0,1.0,shared
n4164,36,1.0,1.0,1.0,1.0,1.0,shared
n4165,36,1.0,1.0,1.0,1.0,1.0,shared
n4166,36,1.0,1.0,1.0,1.0,1.0,shared
n4167,36,1.0,1.0,1.0,1.0,1.0,shared
n4168,36,1.0,1.0,1.0,1.0,1.0,shared
n4169,36,1.0,1.0,1.0,1.0,1.0,shared
n4170,36,1.0,1.0,1.0,1.0,1.0,shared
n4171,36,1.0,1.0,1.0,1.0,1.0,shared
n4172,36,1.0,1.0,1.0,1.0,1.0,shared
n4173,36,1.0,1.0,1.0,1.0,1.0,shared
n4174,36,1.0,1.0,1.0,1.0,1.0,shared
n4175,36,1.0,1.0,1.0,1.0,1.0,shared
n4176,36,1.0,1.0,1.0,1.0,1.0,shared
n4177,36,1.0,1.0,1.0,1.0,1.0,shared
n4178,36,1.0,1.0,1.0,1.0,1.0,shared
n4179,36,1.0,1.0,1.0,1.0,1.0,shared
n4180,36,1.0,1.0,1.0,1.0,1.0,shared
n4181,36,1.0,1.0,1.0,1.0,1.0,shared
n4182,36,1.0,1.0,1.0,1.0,1.0,shared
n4183,36,1.0,1.0,1.0,1.0,1.0,shared
n4184,36,1.0,1.0,1.0,1.0,1.0,shared
n4185,36,1.0,1.0,1.0,1.0,1.0,shared
n4186,36,1.0,1.0,1.0,1.0,1.0,shared
n4187,36,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,shared
n4188,36,1.0,1.0,1.0,1.0,1.0,shared
n4189,36,1.0,1.0,1.0,1.0,1.0,shared
n4190,36,1.0,1.0,1.0,1.0,1.0,shared
n4191,36,1.0,1.0,1.0,1.0,1.0,shared
n4192,36,1.0,1.0,1.0,1.0,1.0,shared
n4193,36,1.0,1.0,1.0,1.0,1.0,shared
n4194,36,1.0,1.0,1.0,1.0,1.0,shared
n4195,36,1.0,1.0,1.0,1.0,1.0,shared
n4196,36,1.0,1.0,1.0,1.0,1.0,shared
n4197,36,1.0,1.0,1.0,1.0,1.0,shared
n4198,36,1.0,1.0,1.0,1.0,1.0,shared
n4199,36,1.0,1.0,1.0,1.0,1.0,shared
n4200,36,1.0,1.0,1.0,1.0,1.0,shared
n4201,36,1.0,1.0,1.0,1.0,1.0,shared
n4202,36,1.0,1.0,1.0,1.0,1.0,shared
n4203,36,1.0,1.0,1.0,1.0,1.0,shared
n4204,36,1.0,1.0,1.0,1.0,1.0,shared
n4205,36,1.0,1.0,1.0,1.0,1.0,shared
n4206,36,1.0,1.0,1.0,1.0,1.0,shared
n4207,36,1.0,1.0,1.0,1.0,1.0,shared
n4208,36,1.0,1.0,1.0,1.0,1.0,shared
n4209,36,1.0,1.0,1.0,1.0,1.0,shared
n4210,36,1.0,1.0,1.0,1.0,1.0,shared
n4211,36,1.0,1.0,1.0,1.0,1.0,shared
n4212,36,1.0,1.0,1.0,1.0,1.0,shared
n4213,36,1.0,1.0,1.0,1.0,1.0,shared
n4214,36,1.0,1.0,1.0,1.0,1.0,shared
n4215,36,1.0,1.0,1.0,1.0,1.0,shared
n4216,36,1.0,1.0,1.0,1.0,1.0,shared
n4217,36,1.0,1.0,1.0,1.0,1.0,shared
n4218,36,1.0,1.0,1.0,1.0,1.0,shared
n4219,36,1.0,1.0,1.0,1.0,1.0,shared
n4220,36,1.0,1.0,1.0,1.0,1.0,shared
n4221,36,1.0,1.0,1.0,1.0,1.0,shared
n4222,36,1.0,1.0,1.0,1.0,1.0,shared
n4223,36,1.0,1.0,1.0,1.0,1.0,shared
n4224,36,1.0,1.0,1.0,1.0,1.0,shared
n4225,36,1.0,1.0,1.0,1.0,1.0,shared
n4226,36,1.0,1.0,1.0,1.0,1.0,shared
n4227,36,1.0,1.0,1.0,1.0,1.0,shared
n4228,36,1.0,1.0,1.0,1.0,1.0,shared
n4229,36,1.0,1.0,1.0,1.0,1.0,shared
n4230,36,1.0,1.0,1.0,1.0,1.0,shared
n4231,36,1.0,1.0,1.0,1.0,1.0,shared
n4232,36,1.0,1.0,1.0,1.0,1.0,shared
n4233,36,1.0,1.0,1.0,1.0,1.0,shared
n4234,36,1.0,1.0,1.0,1.0,1.0,shared
n4235,36,1.0,1.0,1.0,1.0,1.0,shared
n4236,36,1.0,1.0,1.0,1.0,1.0,shared
n4237,36,1.0,1.0,1.0,1.0,1.0,shared
n4238,36,1.0,1.0,1.0,1.0,1.0,shared
n4239,36,1.0,1.0,1.0,1.0,1.0,shared
n4240,36,1.0,1.0,1.0,1.0,1.0,shared
n4241,36,1.0,1.0,1.0,1.0,1.0,shared
n4242,36,1.0,1.0,1.0,1.0,1.0,shared
n4243,36,1.0,1.0,1.0,1.0,1.0,shared
n4244,36,1.0,1.0,1.0,1.0,1.0,shared
n4245,36,1.0,1.0,1.0,1.0,1.0,shared
n4246,36,1.0,1.0,1.0,1.0,1.0,shared
n4247,36,1.0,1.0,1.0,1.0,1.0,shared
n4248,36,1.0,1.0,1.0,1.0,1.0,shared
n4249,36,1.0,1.0,1.0,1.0,1.0,shared
n4250,36,1.0,1.0,1.0,1.0,1.0,shared
n4251,35,0.9722222222222222,1.0,1.0,1.0,0.9930555555555556,shared
n4252,36,1.0,1.0,1.0,1.0,1.0,shared
n4253,36,1.0,1.0,1.0,1.0,1.0,shared
n4254,36,1.0,1.0,1.0,1.0,1.0,shared
n4255,36,1.0,1.0,1.0,1.0,1.0,shared
n4256,36,1.0,1.0,1.0,1.0,1.0,shared
n4257,36,1.0,1.0,1.0,1.0,1.0,shared
n4258,36,1.0,1.0,1.0,1.0,1.0,shared
n4259,36,1.0,1.0,1.0,1.0,1.0,shared
n4260,36,1.0,1.0,1.0,1.0,1.0,shared
n4261,36,1.0,1.0,1.0,1.0,1.0,shared
n4262,36,1.0,1.0,1.0,1.0,1.0,shared
n4263,36,1.0,1.0,1.0,1.0,1.0,shared
n4264,36,1.0,1.0,1.0,1.0,1.0,shared
n4265,36,1.0,1.0,1.0,1.0,1.0,shared
n4266,36,1.0,1.0,1.0,1.0,1.0,shared
n4267,36,1.0,1.0,1.0,1.0,1.0,shared
n4268,36,1.0,1.0,1.0,1.0,1.0,shared
n4269,36,1.0,1.0,1.0,1.0,1.0,shared
n4270,36,1.0,1.0,1.0,1.0,1.0,shared
n4271,36,1.0,1.0,1.0,1.0,1.0,shared
n4272,36,1.0,1.0,1.0,1.0,1.0,shared
n4273,36,1.0,1.0,1.0,1.0,1.0,shared
n4274,36,1.0,1.0,1.0,1.0,1.0,shared
n4275,36,1.0,1.0,1.0,1.0,1.0,shared
n4276,36,1.0,1.0,1.0,1.0,1.0,shared
n4277,36,1.0,1.0,1.0,1.0,1.0,shared
n4278,36,1.0,1.0,1.0,1.0,1.0,shared
n4279,36,1.0,1.0,1.0,1.0,1.0,shared
n4280,36,1.0,1.0,1.0,1.0,1.0,shared
n4281,36,1.0,1.0,1.0,1.0,1.0,shared
n4282,36,1.0,1.0,1.0,1.0,1.0,shared
n4283,36,1.0,1.0,1.0,1.0,1.0,shared
n4284,36,1.0,1.0,1.0,1.0,1.0,shared
n4285,36,1.0,1.0,1.0,1.0,1.0,shared
n4286,36,1.0,1.0,1.0,1.0,1.0,shared
n4287,36,1.0,1.0,1.0,1.0,1.0,shared
n4288,36,1.0,1.0,1.0,1.0,1.0,shared
n4289,36,1.0,1.0,1.0,1.0,1.0,shared
n4290,36,1.0,1.0,1.0,1.0,1.0,shared
n4291,36,1.0,1.0,1.0,1.0,1.0,shared
n4292,36,1.0,1.0,1.0,1.0,1.0,shared
n4293,36,1.0,1.0,1.0,1.0,1.0,shared
n4294,36,1.0,1.0,1.0,1.0,1.0,shared
n4295,36,1.0,1.0,1.0,1.0,1.0,shared
n4296,36,1.0,1.0,1.0,1.0,1.0,shared
n4297,1,0.027777777777777776,1.0,1.0,1.0,0.7569444444444444,rescued_private
n4298,36,1.0,1.0,1.0,1.0,1.0,shared
n4299,36,1.0,1.0,1.0,1.0,1.0,shared
n4300,36,1.0,1.0,1.0,1.0,1.0,shared
n4301,36,1.0,1.0,1.0,1.0,1.0,shared
n4302,36,1.0,1.0,1.0,1.0,1.0,shared
n4303,36,1.0,1.0,1.0,1.0,1.0,shared
n4304,36,1.0,1.0,1.0,1.0,1.0,shared
n4305,36,1.0,1.0,1.0,1.0,1.0,shared
n4306,36,1.0,1.0,1.0,1.0,1.0,shared
n4307,36,1.0,1.0,1.0,1.0,1.0,shared
n4308,36,1.0,1.0,1.0,1.0,1.0,shared
n4309,36,1.0,1.0,1.0,1.0,1.0,shared
n4310,36,1.0,1.0,1.0,1.0,1.0,shared
n4311,36,1.0,1.0,1.0,1.0,1.0,shared
n4312,36,1.0,1.0,1.0,1.0,1.0,shared
n4313,36,1.0,1.0,1.0,1.0,1.0,shared
n4314,36,1.0,1.0,1.0,1.0,1.0,shared
n4315,36,1.0,1.0,1.0,1.0,1.0,shared
n4316,36,1.0,1.0,1.0,1.0,1.0,shared
n4317,36,1.0,1.0,1.0,1.0,1.0,shared
n4318,36,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,shared
n4319,36,1.0,1.0,1.0,1.0,1.0,shared
n4320,36,1.0,0.5,0.5,1.0,0.75,shared
n4321,36,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,shared
n4322,36,1.0,1.0,1.0,1.0,1.0,shared
n4323,36,1.0,0.5,0.5,1.0,0.75,shared
n4324,36,1.0,0.5,0.5,1.0,0.75,shared
n4325,36,1.0,1.0,1.0,1.0,1.0,shared
n4326,36,1.0,1.0,1.0,1.0,1.0,shared
n4327,36,1.0,1.0,1.0,1.0,1.0,shared
n4328,36,1.0,1.0,1.0,1.0,1.0,shared
n4329,36,1.0,1.0,1.0,1.0,1.0,shared
n4330,36,1.0,1.0,1.0,1.0,1.0,shared
n4331,36,1.0,1.0,1.0,1.0,1.0,shared
n4332,36,1.0,1.0,1.0,1.0,1.0,shared
n4333,36,1.0,1.0,1.0,1.0,1.0,shared
n4334,36,1.0,1.0,1.0,1.0,1.0,shared
n4335,36,1.0,1.0,0.5,1.0,0.875,shared
n4336,36,1.0,1.0,1.0,1.0,1.0,shared
n4337,36,1.0,1.0,1.0,1.0,1.0,shared
n4338,36,1.0,1.0,1.0,1.0,1.0,shared
n4339,36,1.0,1.0,1.0,1.0,1.0,shared
n4340,36,1.0,1.0,1.0,1.0,1.0,shared
n4341,36,1.0,1.0,1.0,1.0,1.0,shared
n4342,36,1.0,0.25,0.3333333333333333,1.0,0.6458333333333333,shared
n4343,36,1.0,1.0,1.0,1.0,1.0,shared
n4344,36,1.0,0.5,0.5,1.0,0.75,shared
n4345,36,1.0,1.0,0.5,1.0,0.875,shared
n4346,36,1.0,1.0,1.0,1.0,1.0,shared
n4347,36,1.0,1.0,1.0,1.0,1.0,shared
n4348,36,1.0,1.0,1.0,1.0,1.0,shared
n4349,36,1.0,1.0,1.0,1.0,1.0,shared
n4350,36,1.0,1.0,1.0,1.0,1.0,shared
n4351,36,1.0,0.5,0.5,1.0,0.75,shared
n4352,36,1.0,1.0,1.0,1.0,1.0,shared
n4353,36,1.0,1.0,1.0,1.0,1.0,shared
n4354,36,1.0,1.0,1.0,1.0,1.0,shared
n4355,36,1.0,0.5,0.5,1.0,0.75,shared
n4356,36,1.0,0.5,0.5,1.0,0.75,shared
n4357,36,1.0,1.0,1.0,1.0,1.0,shared
n4358,36,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,shared
n4359,36,1.0,1.0,1.0,1.0,1.0,shared
n4360,36,1.0,1.0,1.0,1.0,1.0,shared
n4361,36,1.0,1.0,1.0,1.0,1.0,shared
n4362,36,1.0,1.0,1.0,1.0,1.0,shared
n4363,36,1.0,1.0,1.0,1.0,1.0,shared
n4364,36,1.0,1.0,1.0,1.0,1.0,shared
n4365,36,1.0,0.5,0.5,1.0,0.75,shared
n4366,36,1.0,1.0,1.0,1.0,1.0,shared
n4367,36,1.0,1.0,1.0,1.0,1.0,shared
n4368,36,1.0,1.0,1.0,1.0,1.0,shared
n4369,36,1.0,1.0,1.0,1.0,1.0,shared
n4370,36,1.0,1.0,1.0,1.0,1.0,shared
n4371,36,1.0,1.0,1.0,1.0,1.0,shared
n4372,36,1.0,0.5,0.5,1.0,0.75,shared
n4373,36,1.0,1.0,1.0,1.0,1.0,shared
n4374,36,1.0,1.0,1.0,1.0,1.0,shared
n4375,36,1.0,1.0,1.0,1.0,1.0,shared
n4376,36,1.0,0.4,0.6,1.0,0.75,shared
n4377,36,1.0,0.5,1.0,1.0,0.875,shared
n4378,36,1.0,1.0,1.0,1.0,1.0,shared
n4379,36,1.0,0.5,0.5,1.0,0.75,shared
n4380,36,1.0,0.5,0.5,1.0,0.75,shared
n4381,36,1.0,1.0,1.0,1.0,1.0,shared
n4382,36,1.0,1.0,1.0,1.0,1.0,shared
n4383,36,1.0,1.0,1.0,1.0,1.0,shared
n4384,36,1.0,1.0,1.0,1.0,1.0,shared
n4385,36,1.0,1.0,1.0,1.0,1.0,shared
n4386,36,1.0,1.0,1.0,1.0,1.0,shared
n4387,36,1.0,1.0,1.0,1.0,1.0,shared
n4388,36,1.0,1.0,1.0,1.0,1.0,shared
n4389,36,1.0,1.0,1.0,1.0,1.0,shared
n4390,36,1.0,0.5,0.5,1.0,0.75,shared
n4391,36,1.0,1.0,1.0,1.0,1.0,shared
n4392,36,1.0,1.0,1.0,1.0,1.0,shared
n4393,36,1.0,1.0,1.0,1.0,1.0,shared
n4394,36,1.0,1.0,1.0,1.0,1.0,shared
n4395,36,1.0,1.0,1.0,1.0,1.0,shared
n4396,36,1.0,1.0,1.0,1.0,1.0,shared
n4397,36,1.0,1.0,1.0,1.0,1.0,shared
n4398,36,1.0,1.0,1.0,1.0,1.0,shared
n4399,36,1.0,1.0,1.0,1.0,1.0,shared
n4400,36,1.0,1.0,1.0,1.0,1.0,shared
n4401,36,1.0,1.0,1.0,1.0,1.0,shared
n4402,36,1.0,1.0,1.0,1.0,1.0,shared
n4403,36,1.0,1.0,1.0,1.0,1.0,shared
n4404,36,1.0,1.0,1.0,1.0,1.0,shared
n4405,36,1.0,1.0,1.0,1.0,1.0,shared
n4406,36,1.0,1.0,1.0,1.0,1.0,shared
n4407,36,1.0,1.0,1.0,1.0,1.0,shared
n4408,36,1.0,1.0,1.0,1.0,1.0,shared
n4409,36,1.0,1.0,1.0,1.0,1.0,shared
n4410,36,1.0,1.0,1.0,1.0,1.0,shared
n4411,36,1.0,1.0,1.0,1.0,1.0,shared
n4412,36,1.0,1.0,1.0,1.0,1.0,shared
n4413,36,1.0,1.0,1.0,1.0,1.0,shared
n4414,36,1.0,1.0,1.0,1.0,1.0,shared
n4415,36,1.0,1.0,1.0,1.0,1.0,shared
n4416,36,1.0,1.0,1.0,1.0,1.0,shared
n4417,36,1.0,0.5,0.5,1.0,0.75,shared
n4418,36,1.0,1.0,1.0,1.0,1.0,shared
n4419,36,1.0,1.0,1.0,1.0,1.0,shared
n4420,36,1.0,1.0,1.0,1.0,1.0,shared
n4421,36,1.0,1.0,1.0,1.0,1.0,shared
n4422,36,1.0,1.0,1.0,1.0,1.0,shared
n4423,36,1.0,0.5,0.5,1.0,0.75,shared
n4424,36,1.0,1.0,1.0,1.0,1.0,shared
n4425,36,1.0,1.0,1.0,1.0,1.0,shared
n4426,36,1.0,1.0,1.0,1.0,1.0,shared
n4427,36,1.0,1.0,1.0,1.0,1.0,shared
n4428,36,1.0,1.0,1.0,1.0,1.0,shared
n4429,36,1.0,0.5,0.5,1.0,0.75,shared
n4430,36,1.0,1.0,1.0,1.0,1.0,shared
n4431,36,1.0,1.0,1.0,1.0,1.0,shared
n4432,36,1.0,1.0,1.0,1.0,1.0,shared
n4433,36,1.0,1.0,1.0,1.0,1.0,shared
n4434,36,1.0,1.0,1.0,1.0,1.0,shared
n4435,36,1.0,1.0,1.0,1.0,1.0,shared
n4436,36,1.0,1.0,1.0,1.0,1.0,shared
n4437,36,1.0,1.0,1.0,1.0,1.0,shared
n4438,36,1.0,1.0,1.0,1.0,1.0,shared
n4439,36,1.0,0.5,1.0,1.0,0.875,shared
n4440,36,1.0,1.0,1.0,1.0,1.0,shared
n4441,36,1.0,1.0,1.0,1.0,1.0,shared
n4442,36,1.0,1.0,1.0,1.0,1.0,shared
n4443,36,1.0,1.0,1.0,1.0,1.0,shared
n4444,36,1.0,1.0,1.0,1.0,1.0,shared
n4445,36,1.0,1.0,1.0,1.0,1.0,shared
