node_id,haplotype_count,path_fraction,predecessor_consistency,successor_consistency,local_consistency,consistency_score,status
n39996,36,1.0,1.0,1.0,1.0,1.0,shared
n39997,36,1.0,1.0,1.0,1.0,1.0,shared
n39998,36,1.0,1.0,1.0,1.0,1.0,shared
n39999,36,1.0,1.0,1.0,1.0,1.0,shared
n40000,36,1.0,1.0,1.0,1.0,1.0,shared
n40001,36,1.0,1.0,1.0,1.0,1.0,shared
n40002,36,1.0,1.0,1.0,1.0,1.0,shared
n40003,36,1.0,1.0,1.0,1.0,1.0,shared
n40004,36,1.0,1.0,1.0,1.0,1.0,shared
n40005,36,1.0,1.0,1.0,1.0,1.0,shared
n40006,36,1.0,1.0,1.0,1.0,1.0,shared
n40007,36,1.0,1.0,1.0,1.0,1.0,shared
n40008,36,1.0,1.0,1.0,1.0,1.0,shared
n40009,36,1.0,1.0,1.0,1.0,1.0,shared
n40010,36,1.0,1.0,1.0,1.0,1.0,shared
n40011,36,1.0,1.0,1.0,1.0,1.0,shared
n40012,36,1.0,1.0,1.0,1.0,1.0,shared
n40013,36,1.0,1.0,1.0,1.0,1.0,shared
n40014,36,1.0,1.0,1.0,1.0,1.0,shared
n40015,36,1.0,1.0,1.0,1.0,1.0,shared
n40016,36,1.0,1.0,1.0,1.0,1.0,shared
n40017,36,1.0,1.0,1.0,1.0,1.0,shared
n40018,36,1.0,1.0,1.0,1.0,1.0,shared
n40019,36,1.0,1.0,1.0,1.0,1.0,shared
n40020,36,1.0,1.0,1.0,1.0,1.0,shared
n40021,36,1.0,1.0,1.0,1.0,1.0,shared
n40022,36,1.0,1.0,1.0,1.0,1.0,shared
n40023,36,1.0,1.0,1.0,1.0,1.0,shared
n40024,36,1.0,1.0,1.0,1.0,1.0,shared
n40025,36,1.0,1.0,1.0,1.0,1.0,shared
n40026,36,1.0,1.0,1.0,1.0,1.0,shared
n40027,36,1.0,1.0,1.0,1.0,1.0,shared
n40028,36,1.0,1.0,1.0,1.0,1.0,shared
n40029,36,1.0,0.5,0.5,1.0,0.75,shared
n40030,36,1.0,1.0,1.0,1.0,1.0,shared
n40031,36,1.0,1.0,1.0,1.0,1.0,shared
n40032,36,1.0,1.0,1.0,1.0,1.0,shared
n40033,36,1.0,1.0,1.0,1.0,1.0,shared
n40034,36,1.0,1.0,1.0,1.0,1.0,shared
n40035,36,1.0,0.5,0.5,1.0,0.75,shared
n40036,36,1.0,1.0,1.0,1.0,1.0,shared
n40037,36,1.0,1.0,1.0,1.0,1.0,shared
n40038,36,1.0,1.0,1.0,1.0,1.0,shared
n40039,36,1.0,1.0,1.0,1.0,1.0,shared
n40040,36,1.0,1.0,1.0,1.0,1.0,shared
n40041,36,1.0,0.5,0.5,1.0,0.75,shared
n40042,36,1.0,1.0,1.0,1.0,1.0,shared
n40043,36,1.0,1.0,1.0,1.0,1.0,shared
n40044,36,1.0,0.5,0.5,1.0,0.75,shared
n40045,36,1.0,1.0,1.0,1.0,1.0,shared
n40046,36,1.0,1.0,1.0,1.0,1.0,shared
n40047,36,1.0,1.0,1.0,1.0,1.0,shared
n40048,36,1.0,1.0,1.0,1.0,1.0,shared
n40049,36,1.0,1.0,1.0,1.0,1.0,shared
n40050,36,1.0,0.5,1.0,1.0,0.875,shared
n40051,36,1.0,1.0,1.0,1.0,1.0,shared
n40052,36,1.0,1.0,1.0,1.0,1.0,shared
n40053,36,1.0,1.0,1.0,1.0,1.0,shared
n40054,36,1.0,1.0,1.0,1.0,1.0,shared
n40055,36,1.0,1.0,1.0,1.0,1.0,shared
n40056,36,1.0,1.0,1.0,1.0,1.0,shared
n40057,36,1.0,0.5,0.5,1.0,0.75,shared
n40058,36,1.0,1.0,1.0,1.0,1.0,shared
n40059,36,1.0,1.0,1.0,1.0,1.0,shared
n40060,36,1.0,1.0,1.0,1.0,1.0,shared
n40061,36,1.0,1.0,1.0,1.0,1.0,shared
n40062,36,1.0,1.0,1.0,1.0,1.0,shared
n40063,36,1.0,1.0,1.0,1.0,1.0,shared
n40064,36,1.0,1.0,1.0,1.0,1.0,shared
n40065,36,1.0,1.0,1.0,1.0,1.0,shared
n40066,36,1.0,1.0,1.0,1.0,1.0,shared
n40067,36,1.0,1.0,1.0,1.0,1.0,shared
n40068,36,1.0,1.0,1.0,1.0,1.0,shared
n40069,36,1.0,1.0,1.0,1.0,1.0,shared
n40070,36,1.0,1.0,1.0,1.0,1.0,shared
n40071,36,1.0,1.0,1.0,1.0,1.0,shared
n40072,36,1.0,1.0,1.0,1.0,1.0,shared
n40073,36,1.0,1.0,1.0,1.0,1.0,shared
n40074,36,1.0,1.0,1.0,1.0,1.0,shared
n40075,36,1.0,1.0,1.0,1.0,1.0,shared
n40076,36,1.0,1.0,1.0,1.0,1.0,shared
n40077,36,1.0,1.0,1.0,1.0,1.0,shared
n40078,36,1.0,1.0,1.0,1.0,1.0,shared
n40079,36,1.0,1.0,1.0,1.0,1.0,shared
n40080,36,1.0,1.0,1.0,1.0,1.0,shared
n40081,36,1.0,1.0,1.0,1.0,1.0,shared
n40082,36,1.0,1.0,1.0,1.0,1.0,shared
n40083,36,1.0,1.0,1.0,1.0,1.0,shared
n40084,36,1.0,1.0,1.0,1.0,1.0,shared
n40085,36,1.0,1.0,1.0,1.0,1.0,shared
n40086,36,1.0,1.0,1.0,1.0,1.0,shared
n40087,36,1.0,1.0,1.0,1.0,1.0,shared
n40088,36,1.0,1.0,1.0,1.0,1.0,shared
n40089,36,1.0,1.0,1.0,1.0,1.0,shared
n40090,36,1.0,1.0,1.0,1.0,1.0,shared
n40091,36,1.0,1.0,1.0,1.0,1.0,shared
n40092,36,1.0,1.0,1.0,1.0,1.0,shared
n40093,36,1.0,1.0,1.0,1.0,1.0,shared
n40094,36,1.0,1.0,1.0,1.0,1.0,shared
n40095,36,1.0,1.0,1.0,1.0,1.0,shared
n40096,36,1.0,1.0,1.0,1.0,1.0,shared
n40097,36,1.0,1.0,1.0,1.0,1.0,shared
n40098,36,1.0,1.0,1.0,1.0,1.0,shared
n40099,36,1.0,1.0,1.0,1.0,1.0,shared
n40100,36,1.0,1.0,1.0,1.0,1.0,shared
n40101,36,1.0,1.0,1.0,1.0,1.0,shared
n40102,36,1.0,1.0,1.0,1.0,1.0,shared
n40103,36,1.0,1.0,1.0,1.0,1.0,shared
n40104,36,1.0,1.0,1.0,1.0,1.0,shared
n40105,36,1.0,1.0,1.0,1.0,1.0,shared
n40106,36,1.0,1.0,1.0,1.0,1.0,shared
n40107,36,1.0,1.0,1.0,1.0,1.0,shared
n40108,36,1.0,1.0,1.0,1.0,1.0,shared
n40109,36,1.0,1.0,1.0,1.0,1.0,shared
n40110,36,1.0,1.0,1.0,1.0,1.0,shared
n40111,36,1.0,1.0,1.0,1.0,1.0,shared
n40112,36,1.0,1.0,1.0,1.0,1.0,shared
n40113,36,1.0,1.0,1.0,1.0,1.0,shared
n40114,36,1.0,1.0,1.0,1.0,1.0,shared
n40115,36,1.0,1.0,1.0,1.0,1.0,shared
n40116,36,1.0,0.5,0.5,1.0,0.75,shared
n40117,36,1.0,1.0,1.0,1.0,1.0,shared
n40118,36,1.0,1.0,0.6666666666666666,1.0,0.9166666666666666,shared
n40119,36,1.0,1.0,1.0,1.0,1.0,shared
n40120,36,1.0,0.7857142857142857,0.5,1.0,0.8214285714285714,shared
n40121,36,1.0,1.0,1.0,1.0,1.0,shared
n40122,36,1.0,1.0,1.0,1.0,1.0,shared
n40123,36,1.0,1.0,1.0,1.0,1.0,shared
n40124,36,1.0,1.0,1.0,1.0,1.0,shared
n40125,36,1.0,1.0,1.0,1.0,1.0,shared
n40126,36,1.0,1.0,1.0,1.0,1.0,shared
n40127,36,1.0,1.0,1.0,1.0,1.0,shared
n40128,36,1.0,1.0,1.0,1.0,1.0,shared
n40129,36,1.0,1.0,1.0,1.0,1.0,shared
n40130,36,1.0,1.0,1.0,1.0,1.0,shared
n40131,36,1.0,0.2222222222222222,0.8888888888888888,1.0,0.7777777777777778,shared
n40132,36,1.0,0.5,0.5,1.0,0.75,shared
n40133,36,1.0,1.0,1.0,1.0,1.0,shared
n40134,36,1.0,1.0,1.0,1.0,1.0,shared
n40135,36,1.0,1.0,1.0,1.0,1.0,shared
n40136,36,1.0,1.0,1.0,1.0,1.0,shared
n40137,36,1.0,1.0,1.0,1.0,1.0,shared
n40138,36,1.0,1.0,1.0,1.0,1.0,shared
n40139,36,1.0,1.0,1.0,1.0,1.0,shared
n40140,36,1.0,1.0,1.0,1.0,1.0,shared
n40141,36,1.0,1.0,1.0,1.0,1.0,shared
n40142,36,1.0,1.0,1.0,1.0,1.0,shared
n40143,36,1.0,1.0,1.0,1.0,1.0,shared
n40144,36,1.0,1.0,1.0,1.0,1.0,shared
n40145,36,1.0,1.0,1.0,1.0,1.0,shared
n40146,36,1.0,1.0,1.0,1.0,1.0,shared
n40147,36,1.0,1.0,1.0,1.0,1.0,shared
n40148,36,1.0,1.0,1.0,1.0,1.0,shared
n40149,36,1.0,1.0,1.0,1.0,1.0,shared
n40150,36,1.0,1.0,1.0,1.0,1.0,shared
n40151,36,1.0,1.0,1.0,1.0,1.0,shared
n40152,36,1.0,1.0,1.0,1.0,1.0,shared
n40153,36,1.0,1.0,1.0,1.0,1.0,shared
n40154,36,1.0,1.0,1.0,1.0,1.0,shared
n40155,36,1.0,1.0,1.0,1.0,1.0,shared
n40156,36,1.0,1.0,1.0,1.0,1.0,shared
n40157,36,1.0,0.5,0.25,1.0,0.6875,shared
n40158,36,1.0,0.5,0.5,1.0,0.75,shared
n40159,36,1.0,1.0,1.0,1.0,1.0,shared
n40160,36,1.0,1.0,1.0,1.0,1.0,shared
n40161,36,1.0,1.0,1.0,1.0,1.0,shared
n40162,36,1.0,1.0,1.0,1.0,1.0,shared
n40163,36,1.0,1.0,1.0,1.0,1.0,shared
n40164,36,1.0,1.0,1.0,1.0,1.0,shared
n40165,36,1.0,1.0,1.0,1.0,1.0,shared
n40166,36,1.0,1.0,1.0,1.0,1.0,shared
n40167,36,1.0,1.0,1.0,1.0,1.0,shared
n40168,36,1.0,1.0,1.0,1.0,1.0,shared
n40169,36,1.0,1.0,1.0,1.0,1.0,shared
n40170,36,1.0,0.5,0.5,1.0,0.75,shared
n40171,36,1.0,1.0,1.0,1.0,1.0,shared
n40172,36,1.0,1.0,1.0,1.0,1.0,shared
n40173,36,1.0,1.0,1.0,1.0,1.0,shared
n40174,36,1.0,1.0,1.0,1.0,1.0,shared
n40175,36,1.0,1.0,1.0,1.0,1.0,shared
n40176,36,1.0,1.0,1.0,1.0,1.0,shared
n40177,36,1.0,0.5,1.0,1.0,0.875,shared
n40178,36,1.0,1.0,1.0,1.0,1.0,shared
n40179,36,1.0,1.0,1.0,1.0,1.0,shared
n40180,36,1.0,1.0,1.0,1.0,1.0,shared
n40181,36,1.0,1.0,1.0,1.0,1.0,shared
n40182,36,1.0,1.0,1.0,1.0,1.0,shared
n40183,36,1.0,1.0,1.0,1.0,1.0,shared
n40184,36,1.0,1.0,1.0,1.0,1.0,shared
n40185,36,1.0,1.0,1.0,1.0,1.0,shared
n40186,36,1.0,1.0,1.0,1.0,1.0,shared
n40187,36,1.0,1.0,1.0,1.0,1.0,shared
n40188,36,1.0,1.0,1.0,1.0,1.0,shared
n40189,36,1.0,1.0,1.0,1.0,1.0,shared
n40190,36,1.0,1.0,1.0,1.0,1.0,shared
n40191,36,1.0,1.0,1.0,1.0,1.0,shared
n40192,36,1.0,1.0,1.0,1.0,1.0,shared
n40193,36,1.0,1.0,1.0,1.0,1.0,shared
n40194,36,1.0,1.0,1.0,1.0,1.0,shared
n40195,36,1.0,0.5,0.5,1.0,0.75,shared
n40196,36,1.0,1.0,1.0,1.0,1.0,shared
n40197,36,1.0,1.0,1.0,1.0,1.0,shared
n40198,36,1.0,0.5,0.5,1.0,0.75,shared
n40199,36,1.0,1.0,1.0,1.0,1.0,shared
n40200,36,1.0,0.5,0.5,1.0,0.75,shared
n40201,36,1.0,0.5,0.5,1.0,0.75,shared
n40202,36,1.0,1.0,1.0,1.0,1.0,shared
n40203,36,1.0,1.0,1.0,1.0,1.0,shared
n40204,36,1.0,1.0,1.0,1.0,1.0,shared
n40205,36,1.0,1.0,1.0,1.0,1.0,shared
n40206,36,1.0,1.0,1.0,1.0,1.0,shared
n40207,36,1.0,1.0,1.0,1.0,1.0,shared
n40208,36,1.0,1.0,1.0,1.0,1.0,shared
n40209,36,1.0,1.0,1.0,1.0,1.0,shared
n40210,36,1.0,1.0,1.0,1.0,1.0,shared
n40211,36,1.0,1.0,1.0,1.0,1.0,shared
n40212,36,1.0,1.0,1.0,1.0,1.0,shared
n40213,36,1.0,1.0,1.0,1.0,1.0,shared
n40214,36,1.0,0.25,0.25,1.0,0.625,shared
n40215,36,1.0,1.0,1.0,1.0,1.0,shared
n40216,36,1.0,0.5,0.5,1.0,0.75,shared
n40217,36,1.0,1.0,1.0,1.0,1.0,shared
n40218,36,1.0,1.0,1.0,1.0,1.0,shared
n40219,36,1.0,1.0,1.0,1.0,1.0,shared
n40220,36,1.0,1.0,1.0,1.0,1.0,shared
n40221,36,1.0,1.0,1.0,1.0,1.0,shared
n40222,36,1.0,1.0,1.0,1.0,1.0,shared
n40223,36,1.0,1.0,1.0,1.0,1.0,shared
n40224,36,1.0,1.0,1.0,1.0,1.0,shared
n40225,36,1.0,1.0,1.0,1.0,1.0,shared
n40226,36,1.0,1.0,1.0,1.0,1.0,shared
n40227,36,1.0,1.0,1.0,1.0,1.0,shared
n40228,36,1.0,1.0,1.0,1.0,1.0,shared
n40229,36,1.0,1.0,1.0,1.0,1.0,shared
n40230,36,1.0,1.0,1.0,1.0,1.0,shared
n40231,36,1.0,1.0,1.0,1.0,1.0,shared
n40232,36,1.0,1.0,1.0,1.0,1.0,shared
n40233,35,0.9722222222222222,1.0,1.0,1.0,0.9930555555555556,shared
n40234,36,1.0,1.0,1.0,1.0,1.0,shared
n40235,36,1.0,1.0,1.0,1.0,1.0,shared
n40236,36,1.0,1.0,1.0,1.0,1.0,shared
n40237,36,1.0,1.0,1.0,1.0,1.0,shared
n40238,36,1.0,1.0,1.0,1.0,1.0,shared
n40239,36,1.0,1.0,1.0,1.0,1.0,shared
n40240,36,1.0,1.0,1.0,1.0,1.0,shared
n40241,36,1.0,1.0,1.0,1.0,1.0,shared
n40242,36,1.0,1.0,1.0,1.0,1.0,shared
n40243,36,1.0,1.0,1.0,1.0,1.0,shared
n40244,36,1.0,1.0,1.0,1.0,1.0,shared
n40245,36,1.0,1.0,1.0,1.0,1.0,shared
n40246,36,1.0,1.0,1.0,1.0,1.0,shared
n40247,36,1.0,1.0,1.0,1.0,1.0,shared
n40248,36,1.0,1.0,1.0,1.0,1.0,shared
n40249,36,1.0,1.0,1.0,1.0,1.0,shared
n40250,36,1.0,1.0,1.0,1.0,1.0,shared
n40251,36,1.0,1.0,1.0,1.0,1.0,shared
n40252,36,1.0,1.0,1.0,1.0,1.0,shared
n40253,36,1.0,1.0,1.0,1.0,1.0,shared
n40254,36,1.0,1.0,1.0,1.0,1.0,shared
n40255,36,1.0,1.0,1.0,1.0,1.0,shared
n40256,36,1.0,1.0,1.0,1.0,1.0,shared
n40257,36,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,shared
n40258,36,1.0,1.0,1.0,1.0,1.0,shared
n40259,36,1.0,1.0,1.0,1.0,1.0,shared
n40260,36,1.0,1.0,1.0,1.0,1.0,shared
n40261,36,1.0,1.0,1.0,1.0,1.0,shared
n40262,36,1.0,1.0,1.0,1.0,1.0,shared
n40263,36,1.0,1.0,1.0,1.0,1.0,shared
n40264,36,1.0,1.0,1.0,1.0,1.0,shared
n40265,36,1.0,1.0,1.0,1.0,1.0,shared
n40266,36,1.0,1.0,1.0,1.0,1.0,shared
n40267,36,1.0,1.0,1.0,1.0,1.0,shared
n40268,36,1.0,1.0,1.0,1.0,1.0,shared
n40269,36,1.0,1.0,1.0,1.0,1.0,shared
n40270,36,1.0,1.0,1.0,1.0,1.0,shared
n40271,36,1.0,1.0,1.0,1.0,1.0,shared
n40272,36,1.0,1.0,1.0,1.0,1.0,shared
n40273,36,1.0,1.0,1.0,1.0,1.0,shared
n40274,36,1.0,1.0,1.0,1.0,1.0,shared
n40275,36,1.0,1.0,1.0,1.0,1.0,shared
n40276,36,1.0,1.0,1.0,1.0,1.0,shared
n40277,36,1.0,1.0,1.0,1.0,1.0,shared
n40278,36,1.0,1.0,1.0,1.0,1.0,shared
n40279,36,1.0,1.0,1.0,1.0,1.0,shared
n40280,36,1.0,1.0,1.0,1.0,1.0,shared
n40281,36,1.0,0.5,0.5,1.0,0.75,shared
n40282,36,1.0,1.0,1.0,1.0,1.0,shared
n40283,36,1.0,1.0,1.0,1.0,1.0,shared
n40284,36,1.0,1.0,1.0,1.0,1.0,shared
n40285,36,1.0,1.0,1.0,1.0,1.0,shared
n40286,36,1.0,1.0,1.0,1.0,1.0,shared
n40287,36,1.0,1.0,1.0,1.0,1.0,shared
n40288,36,1.0,1.0,1.0,1.0,1.0,shared
n40289,36,1.0,1.0,1.0,1.0,1.0,shared
n40290,36,1.0,1.0,1.0,1.0,1.0,shared
n40291,36,1.0,1.0,1.0,1.0,1.0,shared
n40292,36,1.0,1.0,1.0,1.0,1.0,shared
n40293,36,1.0,1.0,1.0,1.0,1.0,shared
n40294,36,1.0,1.0,1.0,1.0,1.0,shared
n40295,36,1.0,1.0,1.0,1.0,1.0,shared
n40296,36,1.0,1.0,1.0,1.0,1.0,shared
n40297,36,1.0,1.0,1.0,1.0,1.0,shared
n40298,36,1.0,1.0,1.0,1.0,1.0,shared
n40299,36,1.0,1.0,1.0,1.0,1.0,shared
n40300,36,1.0,1.0,1.0,1.0,1.0,shared
n40301,36,1.0,1.0,1.0,1.0,1.0,shared
n40302,36,1.0,1.0,1.0,1.0,1.0,shared
n40303,36,1.0,1.0,1.0,1.0,1.0,shared
n40304,36,1.0,1.0,1.0,1.0,1.0,shared
n40305,36,1.0,1.0,1.0,1.0,1.0,shared
n40306,36,1.0,1.0,1.0,1.0,1.0,shared
n40307,36,1.0,1.0,1.0,1.0,1.0,shared
n40308,36,1.0,1.0,1.0,1.0,1.0,shared
n40309,36,1.0,1.0,1.0,1.0,1.0,shared
n40310,36,1.0,1.0,1.0,1.0,1.0,shared
n40311,36,1.0,1.0,1.0,1.0,1.0,shared
n40312,36,1.0,1.0,1.0,1.0,1.0,shared
n40313,36,1.0,1.0,1.0,1.0,1.0,shared
n40314,36,1.0,1.0,1.0,1.0,1.0,shared
n40315,36,1.0,1.0,1.0,1.0,1.0,shared
n40316,36,1.0,1.0,1.0,1.0,1.0,shared
n40317,36,1.0,1.0,1.0,1.0,1.0,shared
n40318,36,1.0,0.5,0.5,1.0,0.75,shared
n40319,36,1.0,1.0,1.0,1.0,1.0,shared
n40320,36,1.0,1.0,1.0,1.0,1.0,shared
n40321,36,1.0,1.0,1.0,1.0,1.0,shared
n40322,36,1.0,1.0,1.0,1.0,1.0,shared
n40323,36,1.0,1.0,1.0,1.0,1.0,shared
n40324,36,1.0,1.0,1.0,1.0,1.0,shared
n40325,36,1.0,1.0,1.0,1.0,1.0,shared
n40326,36,1.0,1.0,1.0,1.0,1.0,shared
n40327,36,1.0,1.0,1.0,1.0,1.0,shared
n40328,36,1.0,1.0,1.0,1.0,1.0,shared
n40329,36,1.0,1.0,1.0,1.0,1.0,shared
n40330,36,1.0,1.0,1.0,1.0,1.0,shared
n40331,36,1.0,1.0,1.0,1.0,1.0,shared
n40332,36,1.0,1.0,1.0,1.0,1.0,shared
n40333,36,1.0,1.0,1.0,1.0,1.0,shared
n40334,36,1.0,1.0,1.0,1.0,1.0,shared
n40335,36,1.0,1.0,1.0,1.0,1.0,shared
n40336,36,1.0,1.0,1.0,1.0,1.0,shared
n40337,36,1.0,1.0,1.0,1.0,1.0,shared
n40338,36,1.0,1.0,1.0,1.0,1.0,shared
n40339,36,1.0,1.0,1.0,1.0,1.0,shared
n40340,36,1.0,1.0,1.0,1.0,1.0,shared
n40341,36,1.0,1.0,1.0,1.0,1.0,shared
n40342,36,1.0,1.0,1.0,1.0,1.0,shared
n40343,36,1.0,1.0,1.0,1.0,1.0,shared
n40344,36,1.0,1.0,1.0,1.0,1.0,shared
n40345,36,1.0,1.0,1.0,1.0,1.0,shared
n40346,36,1.0,1.0,1.0,1.0,1.0,shared
n40347,36,1.0,1.0,1.0,1.0,1.0,shared
n40348,36,1.0,1.0,1.0,1.0,1.0,shared
n40349,36,1.0,1.0,1.0,1.0,1.0,shared
n40350,36,1.0,1.0,1.0,1.0,1.0,shared
n40351,36,1.0,1.0,1.0,1.0,1.0,shared
n40352,36,1.0,1.0,1.0,1.0,1.0,shared
n40353,36,1.0,1.0,1.0,1.0,1.0,shared
n40354,36,1.0,1.0,1.0,1.0,1.0,shared
n40355,36,1.0,1.0,1.0,1.0,1.0,shared
n40356,36,1.0,1.0,1.0,1.0,1.0,shared
n40357,36,1.0,1.0,1.0,1.0,1.0,shared
n40358,36,1.0,1.0,1.0,1.0,1.0,shared
n40359,36,1.0,1.0,1.0,1.0,1.0,shared
n40360,36,1.0,1.0,1.0,1.0,1.0,shared
n40361,36,1.0,1.0,1.0,1.0,1.0,shared
n40362,36,1.0,1.0,1.0,1.0,1.0,shared
n40363,36,1.0,1.0,1.0,1.0,1.0,shared
n40364,36,1.0,0.6666666666666666,0.6666666666666666,1.0,0.8333333333333333,shared
n40365,36,1.0,1.0,1.0,1.0,1.0,shared
n40366,36,1.0,1.0,1.0,1.0,1.0,shared
n40367,36,1.0,0.6,0.6,1.0,0.8,shared
n40368,36,1.0,1.0,1.0,1.0,1.0,shared
n40369,36,1.0,1.0,1.0,1.0,1.0,shared
n40370,36,1.0,1.0,1.0,1.0,1.0,shared
n40371,36,1.0,1.0,1.0,1.0,1.0,shared
n40372,36,1.0,1.0,1.0,1.0,1.0,shared
n40373,36,1.0,0.5,0.5,1.0,0.75,shared
n40374,36,1.0,1.0,1.0,1.0,1.0,shared
n40375,36,1.0,0.5,0.5,1.0,0.75,shared
n40376,36,1.0,1.0,1.0,1.0,1.0,shared
n40377,36,1.0,1.0,1.0,1.0,1.0,shared
n40378,36,1.0,1.0,1.0,1.0,1.0,shared
n40379,36,1.0,1.0,1.0,1.0,1.0,shared
n40380,36,1.0,1.0,1.0,1.0,1.0,shared
n40381,36,1.0,1.0,1.0,1.0,1.0,shared
n40382,36,1.0,1.0,1.0,1.0,1.0,shared
n40383,36,1.0,1.0,1.0,1.0,1.0,shared
n40384,36,1.0,1.0,1.0,1.0,1.0,shared
n40385,36,1.0,1.0,1.0,1.0,1.0,shared
n40386,36,1.0,1.0,1.0,1.0,1.0,shared
n40387,36,1.0,1.0,1.0,1.0,1.0,shared
n40388,36,1.0,1.0,1.0,1.0,1.0,shared
n40389,36,1.0,1.0,1.0,1.0,1.0,shared
n40390,36,1.0,1.0,1.0,1.0,1.0,shared
n40391,36,1.0,1.0,1.0,1.0,1.0,shared
n40392,36,1.0,1.0,1.0,1.0,1.0,shared
n40393,36,1.0,1.0,1.0,1.0,1.0,shared
n40394,36,1.0,1.0,1.0,1.0,1.0,shared
n40395,36,1.0,1.0,1.0,1.0,1.0,shared
n40396,36,1.0,1.0,1.0,1.0,1.0,shared
n40397,36,1.0,1.0,1.0,1.0,1.0,shared
n40398,36,1.0,1.0,1.0,1.0,1.0,shared
n40399,36,1.0,1.0,1.0,1.0,1.0,shared
n40400,36,1.0,1.0,1.0,1.0,1.0,shared
n40401,36,1.0,1.0,1.0,1.0,1.0,shared
n40402,36,1.0,1.0,1.0,1.0,1.0,shared
n40403,36,1.0,1.0,1.0,1.0,1.0,shared
n40404,36,1.0,1.0,1.0,1.0,1.0,shared
n40405,36,1.0,1.0,1.0,1.0,1.0,shared
n40406,36,1.0,1.0,1.0,1.0,1.0,shared
n40407,36,1.0,1.0,1.0,1.0,1.0,shared
n40408,36,1.0,1.0,1.0,1.0,1.0,shared
n40409,36,1.0,1.0,1.0,1.0,1.0,shared
n40410,36,1.0,1.0,1.0,1.0,1.0,shared
n40411,36,1.0,1.0,1.0,1.0,1.0,shared
n40412,36,1.0,1.0,1.0,1.0,1.0,shared
n40413,36,1.0,1.0,1.0,1.0,1.0,shared
n40414,36,1.0,1.0,1.0,1.0,1.0,shared
n40415,36,1.0,1.0,1.0,1.0,1.0,shared
n40416,36,1.0,1.0,1.0,1.0,1.0,shared
n40417,36,1.0,1.0,1.0,1.0,1.0,shared
n40418,36,1.0,1.0,1.0,1.0,1.0,shared
n40419,36,1.0,1.0,1.0,1.0,1.0,shared
n40420,36,1.0,1.0,1.0,1.0,1.0,shared
n40421,36,1.0,1.0,1.0,1.0,1.0,shared
n40422,36,1.0,1.0,1.0,1.0,1.0,shared
n40423,36,1.0,1.0,1.0,1.0,1.0,shared
n40424,36,1.0,1.0,1.0,1.0,1.0,shared
n40425,36,1.0,1.0,1.0,1.0,1.0,shared
n40426,36,1.0,1.0,1.0,1.0,1.0,shared
n40427,36,1.0,1.0,1.0,1.0,1.0,shared
n40428,36,1.0,1.0,1.0,1.0,1.0,shared
n40429,36,1.0,1.0,1.0,1.0,1.0,shared
n40430,36,1.0,1.0,1.0,1.0,1.0,shared
n40431,36,1.0,1.0,1.0,1.0,1.0,shared
n40432,36,1.0,1.0,1.0,1.0,1.0,shared
n40433,36,1.0,1.0,1.0,1.0,1.0,shared
n40434,36,1.0,1.0,1.0,1.0,1.0,shared
n40435,36,1.0,1.0,1.0,1.0,1.0,shared
n40436,36,1.0,0.5,0.5,1.0,0.75,shared
n40437,36,1.0,1.0,1.0,1.0,1.0,shared
n40438,36,1.0,1.0,1.0,1.0,1.0,shared
n40439,36,1.0,1.0,1.0,1.0,1.0,shared
n40440,36,1.0,1.0,1.0,1.0,1.0,shared
n40441,36,1.0,1.0,1.0,1.0,1.0,shared
n40442,35,0.9722222222222222,1.0,1.0,1.0,0.9930555555555556,shared
n40443,36,1.0,1.0,1.0,1.0,1.0,shared
n40444,36,1.0,1.0,1.0,1.0,1.0,shared
n40445,36,1.0,1.0,1.0,1.0,1.0,shared
n40446,36,1.0,1.0,1.0,1.0,1.0,shared
n40447,36,1.0,1.0,1.0,1.0,1.0,shared
n40448,36,1.0,1.0,1.0,1.0,1.0,shared
n40449,36,1.0,1.0,1.0,1.0,1.0,shared
n40450,36,1.0,1.0,1.0,1.0,1.0,shared
n40451,36,1.0,1.0,1.0,1.0,1.0,shared
n40452,36,1.0,1.0,1.0,1.0,1.0,shared
n40453,36,1.0,1.0,1.0,1.0,1.0,shared
n40454,36,1.0,1.0,1.0,1.0,1.0,shared
n40455,36,1.0,1.0,1.0,1.0,1.0,shared
n40456,36,1.0,0.6666666666666666,0.3333333333333333,1.0,0.75,shared
n40457,36,1.0,1.0,1.0,1.0,1.0,shared
n40458,36,1.0,1.0,1.0,1.0,1.0,shared
n40459,36,1.0,1.0,1.0,1.0,1.0,shared
n40460,36,1.0,1.0,1.0,1.0,1.0,shared
n40461,36,1.0,1.0,1.0,1.0,1.0,shared
n40462,36,1.0,1.0,1.0,1.0,1.0,shared
n40463,36,1.0,1.0,1.0,1.0,1.0,shared
n40464,36,1.0,1.0,1.0,1.0,1.0,shared
n40465,36,1.0,1.0,1.0,1.0,1.0,shared
n40466,36,1.0,1.0,1.0,1.0,1.0,shared
n40467,36,1.0,0.5,0.75,1.0,0.8125,shared
n40468,36,1.0,1.0,1.0,1.0,1.0,shared
n40469,36,1.0,1.0,1.0,1.0,1.0,shared
n40470,36,1.0,0.5,0.5,1.0,0.75,shared
n40471,36,1.0,1.0,1.0,1.0,1.0,shared
n40472,36,1.0,1.0,1.0,1.0,1.0,shared
