source,target,haplotype_count,path_support_fraction,source_transition_agreement,consistency_score
n1,n13,4,1.0,1.0,1.0
n1,n2,4,1.0,1.0,1.0
n1,n4,4,1.0,1.0,1.0
n10,n817,3,0.75,1.0,0.875
n100,n314,4,1.0,1.0,1.0
n1000,n12,4,1.0,1.0,1.0
n10000,n2910,4,1.0,1.0,1.0
n10001,n9604,4,1.0,1.0,1.0
n10002,n11504,4,1.0,1.0,1.0
n10003,n3147,3,0.75,1.0,0.875
n10004,n12118,4,1.0,1.0,1.0
n10005,n9614,4,1.0,1.0,1.0
n10006,n3405,4,1.0,1.0,1.0
n10007,n8475,4,1.0,1.0,1.0
n10008,n13549,3,0.75,1.0,0.875
n10009,n3519,4,1.0,1.0,1.0
n1001,n3798,4,1.0,1.0,1.0
n10010,n9632,4,1.0,1.0,1.0
n10011,n3603,4,1.0,1.0,1.0
n10012,n1201,4,1.0,1.0,1.0
n10012,n1204,4,1.0,1.0,1.0
n10012,n8450,3,0.75,0.75,0.75
n10012,n8451,4,1.0,1.0,1.0
n10013,n9640,3,0.75,1.0,0.875
n10014,n9642,4,1.0,1.0,1.0
n10015,n14827,3,0.75,1.0,0.875
n10016,n7964,4,1.0,1.0,1.0
n10017,n3745,4,1.0,1.0,1.0
n10018,n9460,4,1.0,1.0,1.0
n10019,n9652,4,1.0,1.0,1.0
n1002,n381,4,1.0,1.0,1.0
n10020,n644,3,0.75,1.0,0.875
n10021,n935,3,0.75,1.0,0.875
n10022,n8550,4,1.0,1.0,1.0
n10023,n4263,4,1.0,1.0,1.0
n10024,n14458,4,1.0,1.0,1.0
n10025,n2010,3,0.75,1.0,0.875
n10026,n9685,4,1.0,1.0,1.0
n10027,n9692,3,0.75,1.0,0.875
n10028,n8921,4,1.0,1.0,1.0
n10029,n4551,3,0.75,1.0,0.875
n1003,n3806,3,0.75,1.0,0.875
n10030,n4617,4,1.0,1.0,1.0
n10031,n9914,4,1.0,1.0,1.0
n10032,n10387,3,0.75,1.0,0.875
n10033,n13840,3,0.75,1.0,0.875
n10034,n4784,4,1.0,1.0,1.0
n10035,n3168,4,1.0,1.0,1.0
n10036,n8690,3,0.75,1.0,0.875
n10037,n4901,3,0.75,1.0,0.875
n10038,n13792,3,0.75,1.0,0.875
n10039,n8716,4,1.0,1.0,1.0
n1004,n14396,3,0.75,1.0,0.875
n10040,n9726,3,0.75,1.0,0.875
n10041,n4979,3,0.75,1.0,0.875
n10042,n6276,3,0.75,1.0,0.875
n10043,n5228,3,0.75,1.0,0.875
n10044,n9509,4,1.0,1.0,1.0
n10045,n5263,4,1.0,1.0,1.0
n10046,n5359,4,1.0,1.0,1.0
n10047,n4145,4,1.0,1.0,1.0
n10048,n5196,3,0.75,1.0,0.875
n10049,n4776,3,0.75,1.0,0.875
n1005,n14437,4,1.0,1.0,1.0
n10050,n3394,4,1.0,1.0,1.0
n10051,n9767,3,0.75,1.0,0.875
n10052,n5624,4,1.0,1.0,1.0
n10053,n8636,3,0.75,1.0,0.875
n10054,n9776,4,1.0,1.0,1.0
n10055,n7152,4,1.0,1.0,1.0
n10056,n9770,4,1.0,1.0,1.0
n10057,n9815,4,1.0,1.0,1.0
n10058,n5717,3,0.75,1.0,0.875
n10059,n6908,3,0.75,1.0,0.875
n1006,n8437,4,1.0,1.0,1.0
n10060,n8982,3,0.75,1.0,0.875
n10061,n9625,4,1.0,1.0,1.0
n10062,n13977,4,1.0,1.0,1.0
n10063,n7184,4,1.0,1.0,1.0
n10064,n12104,3,0.75,1.0,0.875
n10065,n9809,4,1.0,1.0,1.0
n10066,n9023,4,1.0,1.0,1.0
n10067,n14069,3,0.75,1.0,0.875
n10068,n9032,3,0.75,1.0,0.875
n10069,n9827,3,0.75,1.0,0.875
n1007,n12133,4,1.0,1.0,1.0
n10070,n10110,4,1.0,1.0,1.0
n10071,n6291,4,1.0,1.0,1.0
n10072,n10394,4,1.0,1.0,1.0
n10072,n10399,4,1.0,1.0,1.0
n10073,n6356,3,0.75,1.0,0.875
n10074,n11996,3,0.75,1.0,0.875
n10075,n12130,3,0.75,1.0,0.875
n10075,n770,3,0.75,1.0,0.875
n10076,n6491,3,0.75,1.0,0.875
n10077,n12225,4,1.0,1.0,1.0
n10078,n4510,3,0.75,1.0,0.875
n10079,n4088,4,1.0,1.0,1.0
n1008,n12358,4,1.0,1.0,1.0
n10080,n9862,4,1.0,1.0,1.0
n10081,n12791,4,1.0,1.0,1.0
n10082,n9194,3,0.75,1.0,0.875
n10083,n9876,3,0.75,1.0,0.875
n10084,n8320,3,0.75,1.0,0.875
n10085,n8822,4,1.0,1.0,1.0
n10086,n13487,3,0.75,1.0,0.875
n10087,n9244,4,1.0,1.0,1.0
n10088,n9890,4,1.0,1.0,1.0
n10089,n9297,4,1.0,1.0,1.0
n1009,n3828,4,1.0,1.0,1.0
n10090,n9299,4,1.0,1.0,1.0
n10091,n11285,4,1.0,1.0,1.0
n10092,n14725,3,0.75,1.0,0.875
n10092,n9915,3,0.75,1.0,0.875
n10093,n9341,3,0.75,1.0,0.875
n10094,n9922,4,1.0,1.0,1.0
n10095,n9348,4,1.0,1.0,1.0
n10096,n9929,4,1.0,1.0,1.0
n10097,n2069,3,0.75,1.0,0.875
n10098,n627,3,0.75,1.0,0.875
n10099,n7659,4,1.0,1.0,1.0
n101,n11382,4,1.0,1.0,1.0
n101,n318,3,0.75,0.75,0.75
n1010,n15256,4,1.0,1.0,1.0
n10100,n1287,4,1.0,1.0,1.0
n10101,n9943,3,0.75,1.0,0.875
n10102,n9419,3,0.75,1.0,0.875
n10103,n9366,4,1.0,1.0,1.0
n10104,n9432,4,1.0,1.0,1.0
n10105,n9438,4,1.0,1.0,1.0
n10106,n1251,4,1.0,1.0,1.0
n10107,n7884,4,1.0,1.0,1.0
n10108,n1276,3,0.75,1.0,0.875
n10109,n7896,4,1.0,1.0,1.0
n1011,n12744,4,1.0,1.0,1.0
n10110,n9969,4,1.0,1.0,1.0
n10111,n8059,4,1.0,1.0,1.0
n10112,n2907,4,1.0,1.0,1.0
n10113,n4680,3,0.75,1.0,0.875
n10114,n9539,3,0.75,1.0,0.875
n10115,n7888,4,1.0,1.0,1.0
n10116,n9987,3,0.75,1.0,0.875
n10117,n2460,3,0.75,1.0,0.875
n10118,n8407,4,1.0,1.0,1.0
n10119,n8236,3,0.75,0.75,0.75
n10119,n9581,4,1.0,1.0,1.0
n1012,n7035,3,0.75,1.0,0.875
n10120,n10172,4,1.0,1.0,1.0
n10121,n11049,3,0.75,1.0,0.875
n10122,n10895,4,1.0,1.0,1.0
n10123,n8351,3,0.75,1.0,0.875
n10124,n3857,3,0.75,1.0,0.875
n10125,n3556,3,0.75,1.0,0.875
n10126,n14363,4,1.0,1.0,1.0
n10127,n3692,3,0.75,1.0,0.875
n10128,n3738,4,1.0,1.0,1.0
n10129,n3988,4,1.0,1.0,1.0
n1013,n13052,4,1.0,1.0,1.0
n10130,n10020,3,0.75,1.0,0.875
n10131,n8546,4,1.0,1.0,1.0
n10132,n4194,4,1.0,1.0,1.0
n10133,n6432,3,0.75,1.0,0.875
n10134,n8602,3,0.75,1.0,0.875
n10135,n10029,3,0.75,1.0,0.875
n10136,n10033,3,0.75,1.0,0.875
n10137,n4904,4,1.0,1.0,1.0
n10138,n8734,4,1.0,1.0,1.0
n10139,n4591,3,0.75,1.0,0.875
n1014,n14913,4,1.0,1.0,1.0
n10140,n5349,3,0.75,1.0,0.875
n10141,n9766,4,1.0,1.0,1.0
n10142,n10053,3,0.75,1.0,0.875
n10143,n6131,4,1.0,1.0,1.0
n10144,n9784,4,1.0,1.0,1.0
n10145,n13950,4,1.0,1.0,1.0
n10146,n9801,4,1.0,1.0,1.0
n10147,n10063,4,1.0,1.0,1.0
n10148,n10067,3,0.75,1.0,0.875
n10149,n8654,4,1.0,1.0,1.0
n1015,n9681,4,1.0,1.0,1.0
n10150,n15534,4,1.0,1.0,1.0
n10151,n6940,4,1.0,1.0,1.0
n10152,n9212,4,1.0,1.0,1.0
n10153,n13416,3,0.75,1.0,0.875
n10154,n11835,4,1.0,1.0,1.0
n10155,n9918,3,0.75,1.0,0.875
n10156,n14870,4,1.0,1.0,1.0
n10157,n4671,3,0.75,1.0,0.875
n10158,n3590,4,1.0,1.0,1.0
n10159,n9643,3,0.75,1.0,0.875
n1016,n3854,4,1.0,1.0,1.0
n10160,n8723,4,1.0,1.0,1.0
n10161,n10050,4,1.0,1.0,1.0
n10162,n10064,3,0.75,1.0,0.875
n10163,n10148,3,0.75,1.0,0.875
n10164,n10068,3,0.75,1.0,0.875
n10165,n10151,4,1.0,1.0,1.0
n10166,n9896,3,0.75,1.0,0.875
n10167,n10173,3,0.75,1.0,0.875
n10168,n10334,3,0.75,1.0,0.875
n10169,n10178,4,1.0,1.0,1.0
n1017,n9627,3,0.75,1.0,0.875
n10170,n13473,4,1.0,1.0,1.0
n10171,n10236,3,0.75,1.0,0.875
n10172,n10192,4,1.0,1.0,1.0
n10173,n4299,3,0.75,1.0,0.875
n10174,n10889,4,1.0,1.0,1.0
n10175,n10219,4,1.0,1.0,1.0
n10176,n10358,3,0.75,1.0,0.875
n10177,n13204,3,0.75,1.0,0.875
n10178,n10222,3,0.75,0.75,0.75
n10178,n10885,4,1.0,1.0,1.0
n10179,n10381,4,1.0,1.0,1.0
n1018,n14186,3,0.75,1.0,0.875
n10180,n11036,4,1.0,1.0,1.0
n10181,n10232,3,0.75,1.0,0.875
n10182,n10238,4,1.0,1.0,1.0
n10183,n3944,4,1.0,1.0,1.0
n10184,n6109,4,1.0,1.0,1.0
n10185,n14864,3,0.75,1.0,0.875
n10186,n13445,4,1.0,1.0,1.0
n10187,n15024,4,1.0,1.0,1.0
n10188,n10469,4,1.0,1.0,1.0
n10189,n13953,4,1.0,1.0,1.0
n1019,n14628,4,1.0,1.0,1.0
n10190,n380,4,1.0,1.0,1.0
n10191,n10262,4,1.0,1.0,1.0
n10192,n10274,4,1.0,1.0,1.0
n10193,n9262,4,1.0,1.0,1.0
n10194,n11978,4,1.0,1.0,1.0
n10195,n10329,4,1.0,1.0,1.0
n10196,n12012,4,1.0,1.0,1.0
n10197,n10641,4,1.0,1.0,1.0
n10198,n2171,3,0.75,1.0,0.875
n10199,n10306,3,0.75,1.0,0.875
n102,n3643,4,1.0,1.0,1.0
n1020,n15487,4,1.0,1.0,1.0
n1020,n5523,4,1.0,1.0,1.0
n10200,n2654,3,0.75,1.0,0.875
n10201,n12285,4,1.0,1.0,1.0
n10202,n5009,4,1.0,1.0,1.0
n10203,n10314,3,0.75,0.75,0.75
n10203,n10691,4,1.0,1.0,1.0
n10204,n12500,4,1.0,1.0,1.0
n10205,n10705,3,0.75,1.0,0.875
n10206,n10317,1,0.25,1.0,0.625
n10207,n10343,4,1.0,1.0,1.0
n10208,n12566,3,0.75,1.0,0.875
n10209,n5986,4,1.0,1.0,1.0
n1021,n6486,4,1.0,1.0,1.0
n10210,n7232,4,1.0,1.0,1.0
n10211,n6183,4,1.0,1.0,1.0
n10212,n6237,3,0.75,1.0,0.875
n10213,n5175,3,0.75,1.0,0.875
n10214,n6164,3,0.75,1.0,0.875
n10215,n10344,4,1.0,1.0,1.0
n10216,n7350,3,0.75,1.0,0.875
n10217,n7759,4,1.0,1.0,1.0
n10218,n7780,4,1.0,1.0,1.0
n10219,n1708,4,1.0,1.0,1.0
n1022,n15498,4,1.0,1.0,1.0
n10220,n2313,4,1.0,1.0,1.0
n10221,n8186,4,1.0,1.0,1.0
n10222,n9901,3,0.75,1.0,0.875
n10223,n10917,4,1.0,1.0,1.0
n10224,n4164,3,0.75,1.0,0.875
n10225,n13388,4,1.0,1.0,1.0
n10226,n10928,4,1.0,1.0,1.0
n10227,n10384,3,0.75,1.0,0.875
n10228,n9496,4,1.0,1.0,1.0
n10229,n2511,4,1.0,1.0,1.0
n1023,n3882,4,1.0,1.0,1.0
n10230,n9634,4,1.0,1.0,1.0
n10231,n8761,4,1.0,1.0,1.0
n10232,n10411,3,0.75,1.0,0.875
n10233,n10412,3,0.75,1.0,0.875
n10234,n10413,3,0.75,1.0,0.875
n10235,n10414,4,1.0,1.0,1.0
n10236,n10164,3,0.75,1.0,0.875
n10237,n11000,3,0.75,1.0,0.875
n10238,n11153,4,1.0,1.0,1.0
n10239,n14306,4,1.0,1.0,1.0
n1024,n3889,4,1.0,1.0,1.0
n10240,n14420,3,0.75,1.0,0.875
n10241,n7622,4,1.0,1.0,1.0
n10242,n4035,4,1.0,1.0,1.0
n10242,n638,4,1.0,1.0,1.0
n10243,n11061,4,1.0,1.0,1.0
n10244,n13064,4,1.0,1.0,1.0
n10245,n11250,4,1.0,1.0,1.0
n10246,n13366,4,1.0,1.0,1.0
n10247,n10464,4,1.0,1.0,1.0
n10248,n9706,3,0.75,1.0,0.875
n10249,n10468,3,0.75,1.0,0.875
n1025,n3897,4,1.0,1.0,1.0
n10250,n14580,4,1.0,1.0,1.0
n10251,n12293,3,0.75,1.0,0.875
n10252,n14659,4,1.0,1.0,1.0
n10253,n7666,3,0.75,1.0,0.875
n10254,n15310,4,1.0,1.0,1.0
n10255,n11338,4,1.0,1.0,1.0
n10256,n11355,4,1.0,1.0,1.0
n10257,n11356,4,1.0,1.0,1.0
n10257,n12240,4,1.0,1.0,1.0
n10258,n11365,4,1.0,1.0,1.0
n10259,n10498,4,1.0,1.0,1.0
n1026,n15066,4,1.0,1.0,1.0
n10260,n374,4,1.0,1.0,1.0
n10261,n11454,3,0.75,1.0,0.875
n10262,n7395,4,1.0,1.0,1.0
n10263,n718,3,0.75,1.0,0.875
n10264,n10929,4,1.0,1.0,1.0
n10265,n3318,4,1.0,1.0,1.0
n10266,n1191,4,1.0,1.0,1.0
n10267,n11629,4,1.0,1.0,1.0
n10268,n4923,3,0.75,1.0,0.875
n10269,n1342,3,0.75,1.0,0.875
n1027,n15433,4,1.0,1.0,1.0
n10270,n11671,3,0.75,1.0,0.875
n10271,n13162,4,1.0,1.0,1.0
n10272,n12865,4,1.0,1.0,1.0
n10273,n10552,4,1.0,1.0,1.0
n10274,n1664,4,1.0,1.0,1.0
n10275,n10553,4,1.0,1.0,1.0
n10276,n4791,4,1.0,1.0,1.0
n10277,n5258,3,0.75,1.0,0.875
n10278,n11778,4,1.0,1.0,1.0
n10279,n11781,4,1.0,1.0,1.0
n1028,n3140,4,1.0,1.0,1.0
n10280,n2595,4,1.0,1.0,1.0
n10281,n2636,4,1.0,1.0,1.0
n10282,n2695,3,0.75,1.0,0.875
n10283,n2893,3,0.75,1.0,0.875
n10284,n10591,4,1.0,1.0,1.0
n10285,n3216,4,1.0,1.0,1.0
n10286,n3236,4,1.0,1.0,1.0
n10287,n3329,4,1.0,1.0,1.0
n10288,n6761,4,1.0,1.0,1.0
n10289,n10606,4,1.0,1.0,1.0
n1029,n507,4,1.0,1.0,1.0
n10290,n8124,4,1.0,1.0,1.0
n10291,n8379,4,1.0,1.0,1.0
n10292,n14268,4,1.0,1.0,1.0
n10293,n12121,4,1.0,1.0,1.0
n10294,n4094,4,1.0,1.0,1.0
n10295,n1227,4,1.0,1.0,1.0
n10296,n4326,4,1.0,1.0,1.0
n10297,n14016,3,0.75,1.0,0.875
n10298,n10645,4,1.0,1.0,1.0
n10299,n1764,4,1.0,1.0,1.0
n103,n14745,4,1.0,1.0,1.0
n1030,n3925,4,1.0,1.0,1.0
n10300,n1800,4,1.0,1.0,1.0
n10301,n1917,4,1.0,1.0,1.0
n10302,n3157,4,1.0,1.0,1.0
n10303,n4467,4,1.0,1.0,1.0
n10304,n9008,4,1.0,1.0,1.0
n10305,n12238,4,1.0,1.0,1.0
n10306,n7389,3,0.75,1.0,0.875
n10307,n4581,4,1.0,1.0,1.0
n10308,n13640,4,1.0,1.0,1.0
n10309,n5010,4,1.0,1.0,1.0
n1031,n12357,4,1.0,1.0,1.0
n10310,n5018,4,1.0,1.0,1.0
n10311,n719,4,1.0,1.0,1.0
n10312,n15526,4,1.0,1.0,1.0
n10313,n475,3,0.75,1.0,0.875
n10314,n5440,3,0.75,1.0,0.875
n10315,n5928,4,1.0,1.0,1.0
n10316,n14921,4,1.0,1.0,1.0
n10317,n6206,1,0.25,1.0,0.625
n10318,n3417,4,1.0,1.0,1.0
n10319,n10716,4,1.0,1.0,1.0
n1032,n140,3,0.75,1.0,0.875
n10320,n6533,3,0.75,1.0,0.875
n10321,n10722,4,1.0,1.0,1.0
n10322,n5845,3,0.75,1.0,0.875
n10323,n13201,4,1.0,1.0,1.0
n10324,n10728,4,1.0,1.0,1.0
n10325,n7076,4,1.0,1.0,1.0
n10326,n10161,4,1.0,1.0,1.0
n10327,n7171,3,0.75,1.0,0.875
n10328,n7465,4,1.0,1.0,1.0
n10329,n14346,4,1.0,1.0,1.0
n1033,n472,4,1.0,1.0,1.0
n10330,n10746,4,1.0,1.0,1.0
n10331,n10747,4,1.0,1.0,1.0
n10332,n6870,4,1.0,1.0,1.0
n10333,n6223,3,0.75,1.0,0.875
n10334,n10753,3,0.75,1.0,0.875
n10335,n10748,4,1.0,1.0,1.0
n10336,n14222,4,1.0,1.0,1.0
n10337,n11305,4,1.0,1.0,1.0
n10338,n12753,4,1.0,1.0,1.0
n10339,n10766,3,0.75,1.0,0.875
n1034,n591,4,1.0,1.0,1.0
n10340,n10777,4,1.0,1.0,1.0
n10341,n6729,4,1.0,1.0,1.0
n10342,n12858,4,1.0,1.0,1.0
n10343,n8283,4,1.0,1.0,1.0
n10344,n6198,4,1.0,1.0,1.0
n10345,n14019,4,1.0,1.0,1.0
n10346,n14061,4,1.0,1.0,1.0
n10347,n10824,4,1.0,1.0,1.0
n10348,n13046,4,1.0,1.0,1.0
n10349,n10837,4,1.0,1.0,1.0
n1035,n2274,4,1.0,1.0,1.0
n10350,n10843,3,0.75,1.0,0.875
n10351,n13072,4,1.0,1.0,1.0
n10352,n277,4,1.0,1.0,1.0
n10353,n306,4,1.0,1.0,1.0
n10354,n10844,4,1.0,1.0,1.0
n10355,n8271,4,1.0,1.0,1.0
n10356,n10851,4,1.0,1.0,1.0
n10357,n11597,4,1.0,1.0,1.0
n10358,n517,3,0.75,1.0,0.875
n10359,n1124,4,1.0,1.0,1.0
n1036,n865,3,0.75,1.0,0.875
n10360,n8109,4,1.0,1.0,1.0
n10361,n5906,4,1.0,1.0,1.0
n10362,n8180,4,1.0,1.0,1.0
n10362,n9556,3,0.75,0.75,0.75
n10363,n2477,3,0.75,1.0,0.875
n10364,n8200,3,0.75,1.0,0.875
n10365,n10893,3,0.75,1.0,0.875
n10366,n12062,4,1.0,1.0,1.0
n10367,n12177,4,1.0,1.0,1.0
n10368,n8361,4,1.0,1.0,1.0
n10369,n13308,4,1.0,1.0,1.0
n1037,n3386,4,1.0,1.0,1.0
n10370,n14220,4,1.0,1.0,1.0
n10371,n10930,4,1.0,1.0,1.0
n10372,n11933,4,1.0,1.0,1.0
n10373,n8737,4,1.0,1.0,1.0
n10374,n10938,4,1.0,1.0,1.0
n10374,n2363,3,0.75,0.75,0.75
n10375,n13461,3,0.75,1.0,0.875
n10376,n5356,3,0.75,1.0,0.875
n10377,n8866,4,1.0,1.0,1.0
n10378,n6581,3,0.75,1.0,0.875
n10379,n8973,4,1.0,1.0,1.0
n1038,n13668,4,1.0,1.0,1.0
n10380,n10948,4,1.0,1.0,1.0
n10380,n5899,4,1.0,1.0,1.0
n10380,n6934,4,1.0,1.0,1.0
n10381,n10949,4,1.0,1.0,1.0
n10382,n10952,4,1.0,1.0,1.0
n10383,n10953,4,1.0,1.0,1.0
n10384,n13558,3,0.75,1.0,0.875
n10385,n4673,3,0.75,1.0,0.875
n10386,n5953,4,1.0,1.0,1.0
n10387,n9195,3,0.75,1.0,0.875
n10388,n9203,4,1.0,1.0,1.0
n10389,n13633,4,1.0,1.0,1.0
n1039,n3984,4,1.0,1.0,1.0
n10390,n1814,3,0.75,1.0,0.875
n10391,n10986,4,1.0,1.0,1.0
n10392,n9278,3,0.75,1.0,0.875
n10393,n8357,4,1.0,1.0,1.0
n10394,n11007,4,1.0,1.0,1.0
n10395,n9737,3,0.75,1.0,0.875
n10396,n13749,3,0.75,1.0,0.875
n10397,n5701,3,0.75,1.0,0.875
n10398,n11022,3,0.75,1.0,0.875
n10399,n10023,4,1.0,1.0,1.0
n104,n6401,4,1.0,1.0,1.0
n1040,n4297,4,1.0,1.0,1.0
n10400,n9852,4,1.0,1.0,1.0
n10401,n9180,4,1.0,1.0,1.0
n10402,n9925,4,1.0,1.0,1.0
n10403,n9516,4,1.0,1.0,1.0
n10404,n9990,4,1.0,1.0,1.0
n10405,n9586,4,1.0,1.0,1.0
n10405,n9994,4,1.0,1.0,1.0
n10406,n9997,4,1.0,1.0,1.0
n10407,n3654,4,1.0,1.0,1.0
n10408,n9666,3,0.75,1.0,0.875
n10409,n8693,4,1.0,1.0,1.0
n1041,n3987,4,1.0,1.0,1.0
n10410,n9818,4,1.0,1.0,1.0
n10411,n9266,3,0.75,1.0,0.875
n10412,n9932,3,0.75,1.0,0.875
n10413,n9525,3,0.75,1.0,0.875
n10414,n9238,4,1.0,1.0,1.0
n10415,n9444,3,0.75,1.0,0.875
n10416,n9707,3,0.75,1.0,0.875
n10417,n13884,4,1.0,1.0,1.0
n10418,n13900,3,0.75,1.0,0.875
n10419,n10404,4,1.0,1.0,1.0
n1042,n393,4,1.0,1.0,1.0
n10420,n13906,4,1.0,1.0,1.0
n10421,n10268,3,0.75,1.0,0.875
n10422,n2210,3,0.75,1.0,0.875
n10423,n11068,4,1.0,1.0,1.0
n10424,n10779,4,1.0,1.0,1.0
n10425,n11076,4,1.0,1.0,1.0
n10426,n13951,4,1.0,1.0,1.0
n10427,n11028,3,0.75,1.0,0.875
n10428,n10420,4,1.0,1.0,1.0
n10429,n14151,4,1.0,1.0,1.0
n1043,n9788,3,0.75,1.0,0.875
n10430,n13978,4,1.0,1.0,1.0
n10431,n12348,4,1.0,1.0,1.0
n10432,n12384,4,1.0,1.0,1.0
n10433,n10723,4,1.0,1.0,1.0
n10434,n11115,4,1.0,1.0,1.0
n10435,n13691,4,1.0,1.0,1.0
n10436,n11118,3,0.75,1.0,0.875
n10437,n13590,3,0.75,1.0,0.875
n10438,n13967,3,0.75,1.0,0.875
n10439,n15599,4,1.0,1.0,1.0
n1044,n1527,4,1.0,1.0,1.0
n10440,n14336,4,1.0,1.0,1.0
n10441,n11793,4,1.0,1.0,1.0
n10442,n11164,4,1.0,1.0,1.0
n10443,n11167,4,1.0,1.0,1.0
n10444,n8043,4,1.0,1.0,1.0
n10445,n11824,4,1.0,1.0,1.0
n10446,n14511,4,1.0,1.0,1.0
n10447,n11193,4,1.0,1.0,1.0
n10448,n12006,4,1.0,1.0,1.0
n10449,n11199,4,1.0,1.0,1.0
n1045,n12679,4,1.0,1.0,1.0
n10450,n3460,4,1.0,1.0,1.0
n10451,n4212,4,1.0,1.0,1.0
n10452,n4373,4,1.0,1.0,1.0
n10453,n14662,4,1.0,1.0,1.0
n10454,n5417,4,1.0,1.0,1.0
n10455,n12509,3,0.75,1.0,0.875
n10456,n11646,4,1.0,1.0,1.0
n10457,n6031,4,1.0,1.0,1.0
n10458,n12673,4,1.0,1.0,1.0
n10459,n12707,4,1.0,1.0,1.0
n1046,n4017,4,1.0,1.0,1.0
n10460,n12723,4,1.0,1.0,1.0
n10461,n11255,3,0.75,1.0,0.875
n10462,n8612,4,1.0,1.0,1.0
n10463,n11267,3,0.75,1.0,0.875
n10464,n14972,4,1.0,1.0,1.0
n10465,n13650,4,1.0,1.0,1.0
n10466,n8711,3,0.75,1.0,0.875
n10467,n9762,4,1.0,1.0,1.0
n10468,n10119,3,0.75,1.0,0.875
n10469,n11284,4,1.0,1.0,1.0
n1047,n553,4,1.0,1.0,1.0
n10470,n10573,3,0.75,1.0,0.875
n10471,n15079,3,0.75,1.0,0.875
n10472,n14190,4,1.0,1.0,1.0
n10473,n15122,4,1.0,1.0,1.0
n10474,n15176,4,1.0,1.0,1.0
n10475,n14624,4,1.0,1.0,1.0
n10476,n14677,4,1.0,1.0,1.0
n10477,n15236,4,1.0,1.0,1.0
n10478,n12727,4,1.0,1.0,1.0
n10479,n14851,4,1.0,1.0,1.0
n1048,n1892,4,1.0,1.0,1.0
n10480,n15302,4,1.0,1.0,1.0
n10481,n15372,4,1.0,1.0,1.0
n10482,n15418,3,0.75,1.0,0.875
n10483,n14228,3,0.75,1.0,0.875
n10484,n11337,3,0.75,1.0,0.875
n10485,n15464,4,1.0,1.0,1.0
n10486,n15535,3,0.75,0.75,0.75
n10486,n15592,4,1.0,1.0,1.0
n10487,n271,4,1.0,1.0,1.0
n10488,n87,4,1.0,1.0,1.0
n10489,n70,4,1.0,1.0,1.0
n1049,n561,4,1.0,1.0,1.0
n10490,n278,4,1.0,1.0,1.0
n10491,n344,4,1.0,1.0,1.0
n10492,n349,4,1.0,1.0,1.0
n10493,n365,4,1.0,1.0,1.0
n10494,n11419,3,0.75,1.0,0.875
n10495,n11421,4,1.0,1.0,1.0
n10496,n8857,4,1.0,1.0,1.0
n10497,n211,4,1.0,1.0,1.0
n10498,n9681,4,1.0,1.0,1.0
n10499,n756,4,1.0,1.0,1.0
n105,n6936,4,1.0,1.0,1.0
n1050,n1941,4,1.0,1.0,1.0
n10500,n10867,4,1.0,1.0,1.0
n10501,n11515,4,1.0,1.0,1.0
n10502,n6800,4,1.0,1.0,1.0
n10503,n3656,3,0.75,1.0,0.875
n10504,n4156,3,0.75,1.0,0.875
n10505,n4614,4,1.0,1.0,1.0
n10506,n2866,4,1.0,1.0,1.0
n10507,n448,4,1.0,1.0,1.0
n10508,n14431,3,0.75,1.0,0.875
n10509,n11479,4,1.0,1.0,1.0
n1051,n2117,4,1.0,1.0,1.0
n10510,n11033,4,1.0,1.0,1.0
n10511,n14639,4,1.0,1.0,1.0
n10512,n1964,4,1.0,1.0,1.0
n10513,n2446,4,1.0,1.0,1.0
n10514,n2587,4,1.0,1.0,1.0
n10515,n2638,4,1.0,1.0,1.0
n10516,n11513,4,1.0,1.0,1.0
n10517,n10376,3,0.75,1.0,0.875
n10518,n10395,3,0.75,1.0,0.875
n10519,n2819,3,0.75,1.0,0.875
n1052,n8714,4,1.0,1.0,1.0
n10520,n10985,4,1.0,1.0,1.0
n10521,n15448,4,1.0,1.0,1.0
n10522,n3119,3,0.75,1.0,0.875
n10523,n853,4,1.0,1.0,1.0
n10524,n871,4,1.0,1.0,1.0
n10525,n5233,4,1.0,1.0,1.0
n10525,n5428,4,1.0,1.0,1.0
n10525,n872,4,1.0,1.0,1.0
n10525,n873,4,1.0,1.0,1.0
n10526,n12568,4,1.0,1.0,1.0
n10527,n61,4,1.0,1.0,1.0
n10528,n5074,4,1.0,1.0,1.0
n10529,n6551,4,1.0,1.0,1.0
n1053,n9171,3,0.75,1.0,0.875
n10530,n14831,3,0.75,1.0,0.875
n10531,n15439,4,1.0,1.0,1.0
n10532,n7,4,1.0,1.0,1.0
n10533,n1066,4,1.0,1.0,1.0
n10534,n1125,4,1.0,1.0,1.0
n10535,n4447,4,1.0,1.0,1.0
n10536,n11613,3,0.75,1.0,0.875
n10537,n2771,4,1.0,1.0,1.0
n10538,n3965,4,1.0,1.0,1.0
n10539,n1341,4,1.0,1.0,1.0
n1054,n6809,4,1.0,1.0,1.0
n10540,n1351,4,1.0,1.0,1.0
n10541,n5547,4,1.0,1.0,1.0
n10542,n1995,4,1.0,1.0,1.0
n10543,n13315,4,1.0,1.0,1.0
n10544,n1471,4,1.0,1.0,1.0
n10545,n11669,4,1.0,1.0,1.0
n10546,n6114,4,1.0,1.0,1.0
n10547,n896,4,1.0,1.0,1.0
n10548,n10924,4,1.0,1.0,1.0
n10549,n11706,4,1.0,1.0,1.0
