source,target,haplotype_count,path_support_fraction,source_transition_agreement,consistency_score
n11808,n7348,3,0.75,1.0,0.875
n11809,n7422,4,1.0,1.0,1.0
n1181,n11140,4,1.0,1.0,1.0
n11810,n2402,4,1.0,1.0,1.0
n11811,n2403,4,1.0,1.0,1.0
n11812,n7303,4,1.0,1.0,1.0
n11813,n7405,4,1.0,1.0,1.0
n11814,n1971,4,1.0,1.0,1.0
n11815,n8869,4,1.0,1.0,1.0
n11816,n8197,4,1.0,1.0,1.0
n11817,n2478,4,1.0,1.0,1.0
n11818,n806,4,1.0,1.0,1.0
n11819,n2483,3,0.75,1.0,0.875
n1182,n3109,4,1.0,1.0,1.0
n11820,n4517,3,0.75,1.0,0.875
n11821,n2499,4,1.0,1.0,1.0
n11822,n2503,4,1.0,1.0,1.0
n11823,n8735,3,0.75,1.0,0.875
n11824,n9011,4,1.0,1.0,1.0
n11825,n9102,4,1.0,1.0,1.0
n11826,n6765,4,1.0,1.0,1.0
n11827,n6864,4,1.0,1.0,1.0
n11828,n2586,3,0.75,1.0,0.875
n11829,n12279,4,1.0,1.0,1.0
n1183,n8562,4,1.0,1.0,1.0
n11830,n9928,4,1.0,1.0,1.0
n11831,n2611,4,1.0,1.0,1.0
n11832,n3901,3,0.75,1.0,0.875
n11833,n4991,4,1.0,1.0,1.0
n11834,n10087,4,1.0,1.0,1.0
n11835,n2664,4,1.0,1.0,1.0
n11836,n10366,4,1.0,1.0,1.0
n11837,n2670,4,1.0,1.0,1.0
n11838,n10218,4,1.0,1.0,1.0
n11839,n13784,4,1.0,1.0,1.0
n1184,n8565,4,1.0,1.0,1.0
n11840,n867,4,1.0,1.0,1.0
n11841,n14602,4,1.0,1.0,1.0
n11842,n10293,4,1.0,1.0,1.0
n11843,n12154,4,1.0,1.0,1.0
n11844,n10649,4,1.0,1.0,1.0
n11845,n5475,4,1.0,1.0,1.0
n11846,n10321,4,1.0,1.0,1.0
n11847,n6625,4,1.0,1.0,1.0
n11848,n13782,4,1.0,1.0,1.0
n11849,n10815,4,1.0,1.0,1.0
n1185,n8579,3,0.75,1.0,0.875
n11850,n7816,4,1.0,1.0,1.0
n11851,n5555,4,1.0,1.0,1.0
n11852,n13578,4,1.0,1.0,1.0
n11853,n9091,4,1.0,1.0,1.0
n11854,n11032,4,1.0,1.0,1.0
n11855,n10351,4,1.0,1.0,1.0
n11856,n2740,4,1.0,1.0,1.0
n11857,n4080,3,0.75,1.0,0.875
n11858,n14362,4,1.0,1.0,1.0
n11859,n15254,4,1.0,1.0,1.0
n1186,n2088,3,0.75,1.0,0.875
n11860,n188,3,0.75,1.0,0.875
n11861,n2101,4,1.0,1.0,1.0
n11862,n11526,4,1.0,1.0,1.0
n11863,n11233,4,1.0,1.0,1.0
n11864,n8615,4,1.0,1.0,1.0
n11865,n4701,3,0.75,1.0,0.875
n11866,n11868,4,1.0,1.0,1.0
n11867,n2800,4,1.0,1.0,1.0
n11868,n2814,4,1.0,1.0,1.0
n11869,n10646,4,1.0,1.0,1.0
n1187,n9080,4,1.0,1.0,1.0
n1187,n9834,4,1.0,1.0,1.0
n11870,n10672,4,1.0,1.0,1.0
n11871,n4684,3,0.75,1.0,0.875
n11872,n6218,4,1.0,1.0,1.0
n11873,n6236,4,1.0,1.0,1.0
n11874,n10817,4,1.0,1.0,1.0
n11875,n12692,4,1.0,1.0,1.0
n11876,n10864,4,1.0,1.0,1.0
n11877,n13262,4,1.0,1.0,1.0
n11878,n10892,4,1.0,1.0,1.0
n11879,n12002,4,1.0,1.0,1.0
n1188,n12844,4,1.0,1.0,1.0
n11880,n7088,4,1.0,1.0,1.0
n11881,n9190,4,1.0,1.0,1.0
n11882,n5093,4,1.0,1.0,1.0
n11883,n13763,3,0.75,1.0,0.875
n11884,n11062,3,0.75,1.0,0.875
n11885,n14101,4,1.0,1.0,1.0
n11886,n12900,3,0.75,1.0,0.875
n11887,n11521,4,1.0,1.0,1.0
n11888,n1222,4,1.0,1.0,1.0
n11889,n2957,4,1.0,1.0,1.0
n1189,n9954,4,1.0,1.0,1.0
n11890,n11229,4,1.0,1.0,1.0
n11891,n13333,4,1.0,1.0,1.0
n11892,n9964,4,1.0,1.0,1.0
n11893,n10478,4,1.0,1.0,1.0
n11894,n14536,4,1.0,1.0,1.0
n11895,n14627,4,1.0,1.0,1.0
n11896,n9887,4,1.0,1.0,1.0
n11897,n3004,4,1.0,1.0,1.0
n11898,n11353,4,1.0,1.0,1.0
n11899,n15462,4,1.0,1.0,1.0
n119,n359,4,1.0,1.0,1.0
n1190,n2606,4,1.0,1.0,1.0
n11900,n15132,4,1.0,1.0,1.0
n11901,n11379,4,1.0,1.0,1.0
n11902,n4251,4,1.0,1.0,1.0
n11903,n141,4,1.0,1.0,1.0
n11904,n590,4,1.0,1.0,1.0
n11905,n2288,3,0.75,1.0,0.875
n11906,n3080,3,0.75,1.0,0.875
n11907,n11442,4,1.0,1.0,1.0
n11908,n6385,4,1.0,1.0,1.0
n11909,n11492,3,0.75,1.0,0.875
n1191,n7967,4,1.0,1.0,1.0
n11910,n8591,4,1.0,1.0,1.0
n11911,n822,4,1.0,1.0,1.0
n11912,n3467,4,1.0,1.0,1.0
n11913,n4835,4,1.0,1.0,1.0
n11914,n3082,4,1.0,1.0,1.0
n11915,n1300,4,1.0,1.0,1.0
n11916,n12834,4,1.0,1.0,1.0
n11917,n3099,4,1.0,1.0,1.0
n11918,n1848,3,0.75,1.0,0.875
n11919,n3633,3,0.75,1.0,0.875
n1192,n4634,3,0.75,1.0,0.875
n11920,n7986,4,1.0,1.0,1.0
n11921,n8395,4,1.0,1.0,1.0
n11922,n8600,4,1.0,1.0,1.0
n11923,n3117,4,1.0,1.0,1.0
n11924,n9236,3,0.75,1.0,0.875
n11925,n11812,4,1.0,1.0,1.0
n11926,n2295,4,1.0,1.0,1.0
n11927,n11987,4,1.0,1.0,1.0
n11928,n11225,4,1.0,1.0,1.0
n11929,n2390,4,1.0,1.0,1.0
n1193,n9568,3,0.75,1.0,0.875
n11930,n11915,4,1.0,1.0,1.0
n11931,n3173,4,1.0,1.0,1.0
n11932,n3143,4,1.0,1.0,1.0
n11933,n12066,4,1.0,1.0,1.0
n11934,n3258,4,1.0,1.0,1.0
n11935,n11973,3,0.75,1.0,0.875
n11936,n13243,4,1.0,1.0,1.0
n11937,n8733,4,1.0,1.0,1.0
n11938,n3163,4,1.0,1.0,1.0
n11939,n3166,3,0.75,1.0,0.875
n1194,n2663,3,0.75,1.0,0.875
n11940,n10354,4,1.0,1.0,1.0
n11941,n11926,4,1.0,1.0,1.0
n11942,n12055,4,1.0,1.0,1.0
n11943,n12896,4,1.0,1.0,1.0
n11944,n11060,4,1.0,1.0,1.0
n11945,n3184,3,0.75,1.0,0.875
n11946,n3862,4,1.0,1.0,1.0
n11947,n3896,4,1.0,1.0,1.0
n11948,n3971,4,1.0,1.0,1.0
n11949,n1786,4,1.0,1.0,1.0
n1195,n10203,3,0.75,1.0,0.875
n11950,n3201,4,1.0,1.0,1.0
n11951,n12134,4,1.0,1.0,1.0
n11952,n710,4,1.0,1.0,1.0
n11953,n6557,4,1.0,1.0,1.0
n11954,n2809,3,0.75,1.0,0.875
n11955,n11548,4,1.0,1.0,1.0
n11956,n15400,4,1.0,1.0,1.0
n11957,n5062,4,1.0,1.0,1.0
n11958,n3261,4,1.0,1.0,1.0
n11959,n5354,4,1.0,1.0,1.0
n1196,n4676,3,0.75,1.0,0.875
n11960,n1744,3,0.75,1.0,0.875
n11961,n12523,4,1.0,1.0,1.0
n11962,n6318,4,1.0,1.0,1.0
n11963,n12583,4,1.0,1.0,1.0
n11964,n6911,4,1.0,1.0,1.0
n11965,n13506,4,1.0,1.0,1.0
n11966,n5998,4,1.0,1.0,1.0
n11967,n12432,4,1.0,1.0,1.0
n11968,n14233,4,1.0,1.0,1.0
n11969,n3316,4,1.0,1.0,1.0
n1197,n10504,3,0.75,1.0,0.875
n11970,n6307,3,0.75,1.0,0.875
n11971,n12690,3,0.75,1.0,0.875
n11972,n3009,4,1.0,1.0,1.0
n11973,n6382,3,0.75,1.0,0.875
n11974,n3323,4,1.0,1.0,1.0
n11975,n6510,4,1.0,1.0,1.0
n11976,n12654,4,1.0,1.0,1.0
n11977,n12831,4,1.0,1.0,1.0
n11978,n12899,4,1.0,1.0,1.0
n11979,n3362,4,1.0,1.0,1.0
n1198,n10290,4,1.0,1.0,1.0
n11980,n14837,4,1.0,1.0,1.0
n11981,n10114,3,0.75,1.0,0.875
n11982,n14660,4,1.0,1.0,1.0
n11983,n13132,4,1.0,1.0,1.0
n11984,n4880,3,0.75,1.0,0.875
n11985,n8269,4,1.0,1.0,1.0
n11986,n13292,3,0.75,1.0,0.875
n11987,n3875,4,1.0,1.0,1.0
n11988,n8427,4,1.0,1.0,1.0
n11989,n15061,4,1.0,1.0,1.0
n1199,n2700,3,0.75,1.0,0.875
n11990,n13367,4,1.0,1.0,1.0
n11991,n1986,4,1.0,1.0,1.0
n11992,n3742,4,1.0,1.0,1.0
n11993,n5571,3,0.75,1.0,0.875
n11994,n9007,4,1.0,1.0,1.0
n11995,n13552,4,1.0,1.0,1.0
n11996,n12157,3,0.75,1.0,0.875
n11997,n6728,4,1.0,1.0,1.0
n11998,n13354,3,0.75,1.0,0.875
n11999,n13609,4,1.0,1.0,1.0
n12,n37,4,1.0,1.0,1.0
n120,n1094,4,1.0,1.0,1.0
n1200,n8875,4,1.0,1.0,1.0
n12000,n3488,3,0.75,1.0,0.875
n12001,n13635,4,1.0,1.0,1.0
n12002,n7835,4,1.0,1.0,1.0
n12003,n9653,4,1.0,1.0,1.0
n12004,n13728,4,1.0,1.0,1.0
n12005,n13761,4,1.0,1.0,1.0
n12006,n13770,4,1.0,1.0,1.0
n12007,n10042,3,0.75,1.0,0.875
n12008,n2722,3,0.75,1.0,0.875
n12009,n13954,4,1.0,1.0,1.0
n1201,n4698,4,1.0,1.0,1.0
n12010,n6379,4,1.0,1.0,1.0
n12011,n6558,4,1.0,1.0,1.0
n12012,n10832,4,1.0,1.0,1.0
n12013,n14115,4,1.0,1.0,1.0
n12014,n3146,4,1.0,1.0,1.0
n12015,n11084,4,1.0,1.0,1.0
n12016,n3611,4,1.0,1.0,1.0
n12017,n14050,4,1.0,1.0,1.0
n12018,n10814,4,1.0,1.0,1.0
n12019,n3615,4,1.0,1.0,1.0
n1202,n2728,4,1.0,1.0,1.0
n12020,n14258,4,1.0,1.0,1.0
n12021,n12920,4,1.0,1.0,1.0
n12022,n11383,4,1.0,1.0,1.0
n12023,n568,4,1.0,1.0,1.0
n12024,n109,4,1.0,1.0,1.0
n12025,n940,4,1.0,1.0,1.0
n12026,n11445,4,1.0,1.0,1.0
n12027,n3642,4,1.0,1.0,1.0
n12028,n11593,4,1.0,1.0,1.0
n12029,n4681,4,1.0,1.0,1.0
n1203,n11099,4,1.0,1.0,1.0
n12030,n3658,4,1.0,1.0,1.0
n12031,n1642,3,0.75,1.0,0.875
n12032,n7481,4,1.0,1.0,1.0
n12033,n1879,4,1.0,1.0,1.0
n12034,n2056,4,1.0,1.0,1.0
n12035,n2189,3,0.75,1.0,0.875
n12036,n14452,4,1.0,1.0,1.0
n12037,n2729,4,1.0,1.0,1.0
n12038,n2874,4,1.0,1.0,1.0
n12039,n3688,4,1.0,1.0,1.0
n1204,n2733,4,1.0,1.0,1.0
n1204,n2735,4,1.0,1.0,1.0
n12040,n12113,4,1.0,1.0,1.0
n12041,n12122,4,1.0,1.0,1.0
n12042,n14565,4,1.0,1.0,1.0
n12043,n14572,4,1.0,1.0,1.0
n12044,n14576,4,1.0,1.0,1.0
n12045,n8386,4,1.0,1.0,1.0
n12046,n3697,4,1.0,1.0,1.0
n12047,n4841,4,1.0,1.0,1.0
n12048,n6946,3,0.75,1.0,0.875
n12049,n6324,4,1.0,1.0,1.0
n1205,n11205,4,1.0,1.0,1.0
n12050,n12616,4,1.0,1.0,1.0
n12051,n3722,4,1.0,1.0,1.0
n12052,n3724,4,1.0,1.0,1.0
n12053,n12670,4,1.0,1.0,1.0
n12054,n14749,4,1.0,1.0,1.0
n12055,n9119,4,1.0,1.0,1.0
n12056,n14819,4,1.0,1.0,1.0
n12057,n12954,4,1.0,1.0,1.0
n12058,n7567,4,1.0,1.0,1.0
n12059,n13990,4,1.0,1.0,1.0
n1206,n2761,3,0.75,1.0,0.875
n12060,n975,4,1.0,1.0,1.0
n12061,n15002,4,1.0,1.0,1.0
n12062,n15043,4,1.0,1.0,1.0
n12063,n15088,4,1.0,1.0,1.0
n12064,n15074,4,1.0,1.0,1.0
n12065,n3809,4,1.0,1.0,1.0
n12066,n2482,4,1.0,1.0,1.0
n12067,n15167,4,1.0,1.0,1.0
n12068,n15184,4,1.0,1.0,1.0
n12069,n14641,3,0.75,1.0,0.875
n1207,n11455,3,0.75,1.0,0.875
n12070,n15154,4,1.0,1.0,1.0
n12071,n3831,4,1.0,1.0,1.0
n12072,n3838,3,0.75,1.0,0.875
n12073,n15271,4,1.0,1.0,1.0
n12074,n3849,3,0.75,1.0,0.875
n12075,n14933,4,1.0,1.0,1.0
n12076,n3852,4,1.0,1.0,1.0
n12077,n15395,4,1.0,1.0,1.0
n12078,n12003,4,1.0,1.0,1.0
n12079,n15457,3,0.75,1.0,0.875
n1208,n2780,4,1.0,1.0,1.0
n12080,n15459,4,1.0,1.0,1.0
n12081,n15190,4,1.0,1.0,1.0
n12082,n3872,4,1.0,1.0,1.0
n12083,n14765,3,0.75,1.0,0.875
n12084,n6756,4,1.0,1.0,1.0
n12085,n15504,4,1.0,1.0,1.0
n12086,n15294,4,1.0,1.0,1.0
n12087,n15514,4,1.0,1.0,1.0
n12088,n15353,4,1.0,1.0,1.0
n12089,n9528,4,1.0,1.0,1.0
n1209,n10559,4,1.0,1.0,1.0
n12090,n15032,4,1.0,1.0,1.0
n12091,n14002,4,1.0,1.0,1.0
n12092,n14471,3,0.75,0.75,0.75
n12092,n15459,4,1.0,1.0,1.0
n12093,n15470,4,1.0,1.0,1.0
n12094,n12153,4,1.0,1.0,1.0
n12095,n3899,4,1.0,1.0,1.0
n12096,n165,4,1.0,1.0,1.0
n12097,n176,4,1.0,1.0,1.0
n12098,n3915,4,1.0,1.0,1.0
n12099,n1119,4,1.0,1.0,1.0
n121,n1113,4,1.0,1.0,1.0
n1210,n4716,4,1.0,1.0,1.0
n12100,n3919,4,1.0,1.0,1.0
n12101,n6479,4,1.0,1.0,1.0
n12102,n643,4,1.0,1.0,1.0
n12103,n3936,4,1.0,1.0,1.0
n12104,n1199,3,0.75,1.0,0.875
n12105,n1734,3,0.75,1.0,0.875
n12106,n2109,4,1.0,1.0,1.0
n12107,n3963,3,0.75,1.0,0.875
n12108,n875,4,1.0,1.0,1.0
n12109,n9016,4,1.0,1.0,1.0
n1211,n12778,4,1.0,1.0,1.0
n12110,n15064,4,1.0,1.0,1.0
n12111,n3993,4,1.0,1.0,1.0
n12112,n1447,4,1.0,1.0,1.0
n12113,n4007,4,1.0,1.0,1.0
n12114,n4016,4,1.0,1.0,1.0
n12115,n1785,4,1.0,1.0,1.0
n12116,n1930,4,1.0,1.0,1.0
n12117,n2406,4,1.0,1.0,1.0
n12118,n3478,4,1.0,1.0,1.0
n12119,n8936,4,1.0,1.0,1.0
n1212,n10785,4,1.0,1.0,1.0
n12120,n4034,4,1.0,1.0,1.0
n12121,n2439,4,1.0,1.0,1.0
n12122,n8766,4,1.0,1.0,1.0
n12123,n714,4,1.0,1.0,1.0
n12124,n2724,3,0.75,1.0,0.875
n12125,n10489,4,1.0,1.0,1.0
n12126,n2785,3,0.75,1.0,0.875
n12127,n10571,3,0.75,1.0,0.875
n12128,n10588,4,1.0,1.0,1.0
n12129,n764,3,0.75,1.0,0.875
n1213,n13098,3,0.75,1.0,0.875
n12130,n13309,3,0.75,1.0,0.875
n12131,n11170,4,1.0,1.0,1.0
n12132,n12323,4,1.0,1.0,1.0
n12133,n7850,4,1.0,1.0,1.0
n12134,n4102,4,1.0,1.0,1.0
n12135,n11092,3,0.75,1.0,0.875
n12136,n971,4,1.0,1.0,1.0
n12137,n1021,4,1.0,1.0,1.0
n12138,n4125,4,1.0,1.0,1.0
n12139,n4126,4,1.0,1.0,1.0
n1214,n4737,3,0.75,1.0,0.875
n12140,n4129,4,1.0,1.0,1.0
n12141,n4138,4,1.0,1.0,1.0
n12142,n4207,3,0.75,1.0,0.875
n12143,n1099,4,1.0,1.0,1.0
n12144,n1356,4,1.0,1.0,1.0
n12145,n4150,4,1.0,1.0,1.0
n12146,n1580,4,1.0,1.0,1.0
n12147,n1649,3,0.75,1.0,0.875
n12148,n1138,4,1.0,1.0,1.0
n12149,n1163,3,0.75,1.0,0.875
n1215,n13418,3,0.75,1.0,0.875
n1215,n13419,3,0.75,1.0,0.875
n12150,n11262,4,1.0,1.0,1.0
n12151,n4817,4,1.0,1.0,1.0
n12152,n4820,4,1.0,1.0,1.0
n12153,n4187,4,1.0,1.0,1.0
n12154,n4916,4,1.0,1.0,1.0
n12155,n4976,4,1.0,1.0,1.0
n12156,n3665,4,1.0,1.0,1.0
n12157,n14630,3,0.75,1.0,0.875
n12158,n4285,3,0.75,1.0,0.875
n12159,n5151,4,1.0,1.0,1.0
n1216,n11024,4,1.0,1.0,1.0
n12160,n3181,4,1.0,1.0,1.0
n12161,n1363,4,1.0,1.0,1.0
n12162,n5533,4,1.0,1.0,1.0
n12163,n1395,4,1.0,1.0,1.0
n12164,n1405,4,1.0,1.0,1.0
n12165,n1421,4,1.0,1.0,1.0
n12166,n6258,4,1.0,1.0,1.0
n12167,n5778,3,0.75,1.0,0.875
n12168,n12603,4,1.0,1.0,1.0
n12169,n1465,4,1.0,1.0,1.0
n1217,n4754,4,1.0,1.0,1.0
n12170,n7026,3,0.75,1.0,0.875
n12171,n14744,4,1.0,1.0,1.0
n12172,n8442,3,0.75,1.0,0.875
n12173,n8997,4,1.0,1.0,1.0
n12174,n12663,3,0.75,1.0,0.875
n12175,n2000,3,0.75,1.0,0.875
n12176,n12124,3,0.75,1.0,0.875
n12177,n6494,4,1.0,1.0,1.0
n12178,n4303,3,0.75,1.0,0.875
n12179,n6546,4,1.0,1.0,1.0
n1218,n11124,4,1.0,1.0,1.0
n12180,n12448,3,0.75,1.0,0.875
n12181,n12764,4,1.0,1.0,1.0
n12182,n4316,4,1.0,1.0,1.0
n12183,n1747,4,1.0,1.0,1.0
n12184,n4318,3,0.75,1.0,0.875
n12185,n13295,4,1.0,1.0,1.0
n12186,n4001,3,0.75,1.0,0.875
n12187,n13375,4,1.0,1.0,1.0
n12188,n8518,4,1.0,1.0,1.0
n12189,n13472,4,1.0,1.0,1.0
n1219,n10921,4,1.0,1.0,1.0
n12190,n1640,4,1.0,1.0,1.0
n12191,n9402,4,1.0,1.0,1.0
n12192,n1680,3,0.75,1.0,0.875
n12193,n13755,4,1.0,1.0,1.0
n12194,n1696,4,1.0,1.0,1.0
n12195,n11499,4,1.0,1.0,1.0
n12196,n4356,4,1.0,1.0,1.0
n12197,n1704,4,1.0,1.0,1.0
n12197,n7256,4,1.0,1.0,1.0
n12198,n14446,4,1.0,1.0,1.0
n12199,n4357,4,1.0,1.0,1.0
n122,n1121,4,1.0,1.0,1.0
n1220,n15335,4,1.0,1.0,1.0
n12200,n4361,4,1.0,1.0,1.0
n12201,n7407,4,1.0,1.0,1.0
n12202,n4368,4,1.0,1.0,1.0
n12203,n4375,4,1.0,1.0,1.0
n12204,n2840,4,1.0,1.0,1.0
n12205,n1856,4,1.0,1.0,1.0
n12206,n3338,4,1.0,1.0,1.0
n12207,n15481,4,1.0,1.0,1.0
n12208,n8028,3,0.75,1.0,0.875
n12209,n4421,4,1.0,1.0,1.0
n1221,n15240,4,1.0,1.0,1.0
n12210,n7988,4,1.0,1.0,1.0
n12211,n2142,4,1.0,1.0,1.0
n12212,n1997,3,0.75,1.0,0.875
n12213,n2440,3,0.75,1.0,0.875
n12214,n10052,4,1.0,1.0,1.0
n12215,n10152,4,1.0,1.0,1.0
n12216,n10259,4,1.0,1.0,1.0
n12217,n8394,4,1.0,1.0,1.0
n12218,n3429,4,1.0,1.0,1.0
n12219,n3468,4,1.0,1.0,1.0
n1222,n1288,4,1.0,1.0,1.0
n12220,n11740,4,1.0,1.0,1.0
n12221,n3973,4,1.0,1.0,1.0
n12222,n8505,3,0.75,1.0,0.875
n12223,n4075,4,1.0,1.0,1.0
n12223,n8524,3,0.75,0.75,0.75
n12224,n8134,4,1.0,1.0,1.0
n12225,n2180,4,1.0,1.0,1.0
n12226,n4497,3,0.75,1.0,0.875
n12227,n1525,4,1.0,1.0,1.0
n12228,n4508,4,1.0,1.0,1.0
n12229,n12455,4,1.0,1.0,1.0
n12229,n2263,4,1.0,1.0,1.0
n12229,n8950,3,0.75,0.75,0.75
n12229,n8952,4,1.0,1.0,1.0
n1223,n3033,4,1.0,1.0,1.0
n12230,n2265,4,1.0,1.0,1.0
n12231,n6815,3,0.75,1.0,0.875
n12232,n14124,4,1.0,1.0,1.0
n12233,n15508,3,0.75,1.0,0.875
n12234,n8303,4,1.0,1.0,1.0
n12235,n500,4,1.0,1.0,1.0
n12236,n2316,4,1.0,1.0,1.0
n12237,n12187,4,1.0,1.0,1.0
n12237,n4325,4,1.0,1.0,1.0
n12238,n4563,4,1.0,1.0,1.0
n12239,n10200,3,0.75,1.0,0.875
n1224,n11534,4,1.0,1.0,1.0
n12240,n2386,4,1.0,1.0,1.0
n12241,n14037,4,1.0,1.0,1.0
n12242,n9386,4,1.0,1.0,1.0
n12243,n612,3,0.75,1.0,0.875
n12244,n4809,4,1.0,1.0,1.0
n12245,n2032,4,1.0,1.0,1.0
n12246,n8207,3,0.75,1.0,0.875
n12247,n8346,4,1.0,1.0,1.0
n12248,n3312,4,1.0,1.0,1.0
n12249,n4647,4,1.0,1.0,1.0
n1225,n11546,4,1.0,1.0,1.0
n12250,n4658,3,0.75,1.0,0.875
n12251,n4660,3,0.75,1.0,0.875
n12252,n9141,4,1.0,1.0,1.0
n12253,n2649,4,1.0,1.0,1.0
n12254,n2655,4,1.0,1.0,1.0
n12255,n10433,4,1.0,1.0,1.0
n12256,n1329,4,1.0,1.0,1.0
n12257,n10655,4,1.0,1.0,1.0
n12258,n12596,4,1.0,1.0,1.0
n12259,n12758,4,1.0,1.0,1.0
n1226,n1597,4,1.0,1.0,1.0
n12260,n10906,4,1.0,1.0,1.0
n12260,n13321,4,1.0,1.0,1.0
n12261,n11137,4,1.0,1.0,1.0
n12262,n10446,4,1.0,1.0,1.0
n12263,n2678,4,1.0,1.0,1.0
n12264,n933,3,0.75,1.0,0.875
n12265,n11636,4,1.0,1.0,1.0
n12266,n3635,4,1.0,1.0,1.0
n12267,n12369,4,1.0,1.0,1.0
n12268,n10737,4,1.0,1.0,1.0
n12269,n12917,4,1.0,1.0,1.0
n1227,n5075,4,1.0,1.0,1.0
n12270,n2864,4,1.0,1.0,1.0
n12271,n6163,3,0.75,1.0,0.875
n12272,n2904,4,1.0,1.0,1.0
n12273,n8580,4,1.0,1.0,1.0
n12274,n4753,4,1.0,1.0,1.0
n12275,n10444,4,1.0,1.0,1.0
n12276,n4763,4,1.0,1.0,1.0
n12277,n14361,4,1.0,1.0,1.0
n12278,n2964,4,1.0,1.0,1.0
n12279,n15065,4,1.0,1.0,1.0
n1228,n6457,4,1.0,1.0,1.0
n12280,n14153,4,1.0,1.0,1.0
n12281,n3010,4,1.0,1.0,1.0
n12282,n11404,4,1.0,1.0,1.0
n12283,n351,4,1.0,1.0,1.0
n12284,n412,4,1.0,1.0,1.0
n12285,n2107,4,1.0,1.0,1.0
n12286,n11390,4,1.0,1.0,1.0
n12287,n3045,4,1.0,1.0,1.0
n12288,n4804,4,1.0,1.0,1.0
n12289,n6031,4,1.0,1.0,1.0
n1229,n7672,4,1.0,1.0,1.0
n12290,n11679,4,1.0,1.0,1.0
n12291,n1541,3,0.75,1.0,0.875
n12292,n1652,4,1.0,1.0,1.0
n12293,n9485,3,0.75,1.0,0.875
n12294,n11306,4,1.0,1.0,1.0
n12295,n3185,4,1.0,1.0,1.0
n12296,n3186,3,0.75,1.0,0.875
n12297,n12207,4,1.0,1.0,1.0
n12298,n4854,3,0.75,1.0,0.875
n12299,n12684,3,0.75,1.0,0.875
n123,n14270,4,1.0,1.0,1.0
n1230,n1900,4,1.0,1.0,1.0
n12300,n12694,3,0.75,1.0,0.875
n12301,n878,4,1.0,1.0,1.0
n12302,n4864,4,1.0,1.0,1.0
n12303,n12381,4,1.0,1.0,1.0
n12304,n4869,4,1.0,1.0,1.0
n12305,n7262,4,1.0,1.0,1.0
n12306,n4879,3,0.75,1.0,0.875
n12307,n4891,4,1.0,1.0,1.0
n12308,n1105,4,1.0,1.0,1.0
n12309,n4894,4,1.0,1.0,1.0
n1231,n2367,4,1.0,1.0,1.0
n12310,n4896,4,1.0,1.0,1.0
n12311,n8220,4,1.0,1.0,1.0
n12312,n506,4,1.0,1.0,1.0
n12313,n8656,3,0.75,1.0,0.875
n12314,n2975,3,0.75,1.0,0.875
n12315,n3461,3,0.75,1.0,0.875
n12316,n13525,4,1.0,1.0,1.0
n12317,n3474,4,1.0,1.0,1.0
n12318,n13572,4,1.0,1.0,1.0
n12319,n13656,3,0.75,1.0,0.875
n1232,n8644,4,1.0,1.0,1.0
n12320,n3523,3,0.75,1.0,0.875
n12321,n13825,4,1.0,1.0,1.0
n12322,n10125,3,0.75,1.0,0.875
n12323,n4942,4,1.0,1.0,1.0
n12324,n4943,4,1.0,1.0,1.0
n12325,n4944,4,1.0,1.0,1.0
n12326,n15344,4,1.0,1.0,1.0
n12327,n3571,4,1.0,1.0,1.0
n12328,n3583,4,1.0,1.0,1.0
n12329,n14098,4,1.0,1.0,1.0
n1233,n4814,4,1.0,1.0,1.0
n12330,n14123,4,1.0,1.0,1.0
n12331,n10971,4,1.0,1.0,1.0
n12332,n4961,4,1.0,1.0,1.0
n12333,n11463,4,1.0,1.0,1.0
n12334,n543,4,1.0,1.0,1.0
n12335,n11505,4,1.0,1.0,1.0
n12336,n11863,4,1.0,1.0,1.0
n12337,n4985,4,1.0,1.0,1.0
n12338,n14522,4,1.0,1.0,1.0
n12339,n14535,4,1.0,1.0,1.0
n1234,n3118,4,1.0,1.0,1.0
n12340,n14548,4,1.0,1.0,1.0
n12341,n4995,4,1.0,1.0,1.0
n12342,n3723,4,1.0,1.0,1.0
n12343,n5001,4,1.0,1.0,1.0
n12344,n4996,4,1.0,1.0,1.0
n12345,n3767,4,1.0,1.0,1.0
n12346,n389,4,1.0,1.0,1.0
n12347,n3815,4,1.0,1.0,1.0
n12348,n6064,4,1.0,1.0,1.0
n12349,n14740,3,0.75,1.0,0.875
n1235,n3139,4,1.0,1.0,1.0
n12350,n3837,4,1.0,1.0,1.0
n12351,n12919,3,0.75,1.0,0.875
n12352,n7359,3,0.75,1.0,0.875
n12353,n15333,4,1.0,1.0,1.0
n12354,n15361,4,1.0,1.0,1.0
n12355,n3864,3,0.75,1.0,0.875
n12356,n12822,4,1.0,1.0,1.0
n12357,n3891,4,1.0,1.0,1.0
n12358,n148,4,1.0,1.0,1.0
n12359,n5047,4,1.0,1.0,1.0
n1236,n11976,4,1.0,1.0,1.0
n12360,n3558,4,1.0,1.0,1.0
n12361,n5052,4,1.0,1.0,1.0
n12362,n10925,4,1.0,1.0,1.0
n12363,n11143,4,1.0,1.0,1.0
n12364,n5059,4,1.0,1.0,1.0
n12365,n12980,3,0.75,1.0,0.875
n12366,n5065,4,1.0,1.0,1.0
n12367,n1873,4,1.0,1.0,1.0
n12368,n5069,4,1.0,1.0,1.0
n12369,n6722,4,1.0,1.0,1.0
n1237,n3175,4,1.0,1.0,1.0
