source,target,haplotype_count,path_support_fraction,source_transition_agreement,consistency_score
n7054,n8440,13,0.9285714285714286,1.0,0.9642857142857143
n7055,n9667,13,0.9285714285714286,1.0,0.9642857142857143
n7056,n4268,14,1.0,1.0,1.0
n7057,n903,14,1.0,1.0,1.0
n7058,n8788,13,0.9285714285714286,1.0,0.9642857142857143
n7059,n13771,14,1.0,1.0,1.0
n706,n2600,14,1.0,1.0,1.0
n7060,n1867,13,0.9285714285714286,1.0,0.9642857142857143
n7061,n9771,14,1.0,1.0,1.0
n7062,n4885,14,1.0,1.0,1.0
n7063,n5389,14,1.0,1.0,1.0
n7064,n8943,13,0.9285714285714286,1.0,0.9642857142857143
n7065,n12553,13,0.9285714285714286,1.0,0.9642857142857143
n7066,n13657,13,0.9285714285714286,1.0,0.9642857142857143
n7067,n13790,14,1.0,1.0,1.0
n7068,n13793,14,1.0,1.0,1.0
n7069,n10414,14,1.0,1.0,1.0
n707,n2601,13,0.9285714285714286,1.0,0.9642857142857143
n7070,n9090,13,0.9285714285714286,1.0,0.9642857142857143
n7071,n9116,14,1.0,1.0,1.0
n7072,n13807,14,1.0,1.0,1.0
n7073,n13810,13,0.9285714285714286,1.0,0.9642857142857143
n7074,n9876,14,1.0,1.0,1.0
n7075,n13256,14,1.0,1.0,1.0
n7076,n13824,14,1.0,1.0,1.0
n7077,n9931,14,1.0,1.0,1.0
n7078,n7303,14,1.0,1.0,1.0
n7079,n13834,14,1.0,1.0,1.0
n708,n2832,14,1.0,1.0,1.0
n7080,n9409,14,1.0,1.0,1.0
n7081,n1502,13,0.9285714285714286,1.0,0.9642857142857143
n7082,n2522,14,1.0,1.0,1.0
n7083,n10021,14,1.0,1.0,1.0
n7084,n10026,14,1.0,1.0,1.0
n7085,n14203,13,0.9285714285714286,1.0,0.9642857142857143
n7086,n10033,13,0.9285714285714286,1.0,0.9642857142857143
n7086,n13863,13,0.9285714285714286,1.0,0.9642857142857143
n7087,n13867,14,1.0,1.0,1.0
n7088,n9743,14,1.0,1.0,1.0
n7089,n10059,13,0.9285714285714286,1.0,0.9642857142857143
n7089,n4939,13,0.9285714285714286,1.0,0.9642857142857143
n709,n1667,13,0.9285714285714286,1.0,0.9642857142857143
n7090,n5020,13,0.9285714285714286,1.0,0.9642857142857143
n7091,n8877,14,1.0,1.0,1.0
n7092,n10077,14,1.0,1.0,1.0
n7093,n6044,13,0.9285714285714286,1.0,0.9642857142857143
n7094,n9834,14,1.0,1.0,1.0
n7095,n9055,13,0.9285714285714286,1.0,0.9642857142857143
n7096,n10092,14,1.0,1.0,1.0
n7097,n12074,14,1.0,1.0,1.0
n7098,n10128,14,1.0,1.0,1.0
n7099,n13901,14,1.0,1.0,1.0
n71,n11595,14,1.0,1.0,1.0
n710,n10037,14,1.0,1.0,1.0
n7100,n9914,14,1.0,1.0,1.0
n7101,n8656,14,1.0,1.0,1.0
